id,title,artist_display,date_display,place_of_origin,category_titles,description,medium_display,dimensions,provenance_text,exhibition_history,publication_history,credit_line,department_title,style_title,artwork_type_title,technique_titles,subject_titles,image_url,image_path
150154,Bedcover,China,"Qing dynasty (1644–1911), 1750/1800",China,Textiles,"A work made of silk, warp-float faced 7:1 satin weave; embroidered in knot, satin, and split stitches; five loom widths joined.","Silk, warp-float faced 7:1 satin weave; embroidered in knot, satin, and split stitches; five loom widths joined","274.8 × 265 cm (108 1/4 × 104 3/8 in.)
Loom width (appro×imate): 72.4 cm (28 1/2 in.)",,"Art Institute of Chicago, Elizabeth F. Cheney and Agnes Allerton Textile Galleries, Clothed to Rule the Universe: Ming and Qing Dynasty Textiles at The Art Institute of Chicago, Sept. 13, 2000–Jan. 2, 2001, cat. 4.

Art Institute of Chicago, Elizabeth F. Cheney and Agnes Allerton Textile Galleries, An International Collection of Appliquéd, Embroidered and Pieced Bedcoverings, Feb. 28–May 28, 2001, cat.

Art Institute of Chicago, Regenstein East, A Case for Wine: From King Tut to Today, July 11-Sept. 20, 2009.","John E. Vollmer, et al., ""Clothed to Rule the Universe: Ming and Qing Dynasty Textiles at The Art Institute of Chicago,"" published in conjunction with the exhibition, Art Institute of Chicago Museum Studies 26, no. 2 (2000): 17-8, 54, cat. 4, plate II (ill.).

Art Institute of Chicago, An International Collection of Appliques, Embroidered and Pieced Bedcoverings, exh. cat.  (Chicago: Art Institute of Chicago, 2001), 8.",Purchased with funds provided by Mrs. Harold T. Martin and Mrs. Theodore D. Tieken,Textiles,qing,Textile,,,"https://www.artic.edu/iiif/2/0228e656-8312-4232-baaa-9564307f9086/full/843,/0/default.jpg",chinese_art_images\346.jpg
150168,"Velvet Fabric for a Woman's Ao or Magua (Short Coat), Shoes, and Accessories","Manchu, China","Qing dynasty (1644–1911), about 1890",China,Textiles,"<p>Woven Chinese silk has been coveted globally for thousands of years, ever since its development by the Yangshao culture of China (about 5000 to 3000 BCE). This silk velvet yardage is woven to shape, creating pattern pieces for a full-sleeved, short jacket that overlaps in front and would have been worn in informal domestic settings. To avoid wasting the expensive fabric, covers for matching shoes and other accessories were incorporated into the pattern in between the larger pieces.</p>
","Silk, warp-float faced 3:1 'Z' twill weave with supplementary pile warps forming cut and uncut solid velvet",448.9 × 67.2 cm (176 3/4 × 26 1/2 in.),"Wolfgang Ruf, Galerie Ruf, Emmetten, Switzerland, by 1998 [incoming receipt RX21929, Apr. 15, 1998; copy in curatorial object file]; sold to the Art Institute of Chicago, 1998.","Art Institute of Chicago, Elizabeth F. Cheney and Agnes Allerton Textile Galleries, Clothed to Rule the Universe: Ming and Qing Dynasty Textiles at The Art Institute of Chicago, Sept. 13, 2000–Jan. 2, 2001, cat. 68.

Art Institute of Chicago, Elizabeth F. Cheney and Agnes Allerton Textile Galleries, Fabricating Fashion, Aug. 20, 2022–Jan. 2, 2023, no. cat.","John E. Vollmer, et al., ""Clothed to Rule the Universe: Ming and Qing Dynasty Textiles at The Art Institute of Chicago,"" published in conjunction with the exhibition, Art Institute of Chicago Museum Studies 26, no. 2 (2000): 78-9, cat. 68 (ill.).

Thomas Murray, ""Kismet in Chicago."" Hali: The International Journal of Oriental Carpets and Textiles, no. 215 (Spring 2023): 128-133, no. 7 (ill).",Louise Lutz Endowment,Textiles,Chinese (culture or style),Costume and Accessories,weaving; twill weaving,fashion; jackets; velvet; garment; shoes; costume,"https://www.artic.edu/iiif/2/f29f4fde-9d47-cd3e-732b-e10113a2ee65/full/843,/0/default.jpg",chinese_art_images\347.jpg
150406,Landscape with Daoist Immortals Playing Weiqi,"Attributed to Dai Jin (Chinese, c.1388-1462)","Ming dynasty (1368–1644), 15th-16th century",China,Arts of Asia,A work made of hanging scroll; ink and colors on silk.,Hanging scroll; ink and colors on silk,175.2 × 106.7 cm (69 × 42 1/16 in.),,,"Comprehensive Illustrated Catalog of Chinese Paintings: Third Series, Vol. 1  American and Canadian Collections 1, Research Field of Art, East Asian Department, Institute for Advanced Studies on Asia, The  University  of Tokyo, by University of Tokyo  Press, 2013;  page  I-28  No. A 3–095.","Russell Tyson, Avery Brundage, and Samuel M. Nickerson Endowment Funds",Arts of Asia,Chinese (culture or style),Painting,,,"https://www.artic.edu/iiif/2/7739a403-99b6-d151-c892-e93a0b17e4ef/full/843,/0/default.jpg",chinese_art_images\348.jpg
150750,Man's Jifu (Semiformal Court Robe),"Manchu
China","Qing dynasty (1644–1911), 1875/1900",China,Textiles,,"Silk and gold- and silvered-leaf-over-lacquered-paper-strip-wrapped silk, slit tapesty weave with eccentric wefts; painted details; sleeves: silk, warp-float faced 2:1 'S' twill weave; pleated; collar and cuff trim, and buttonhole loops: silk, cotton and gold-leaf-over-lacquered-paper-strip-wrapped cotton, 5:1 satin weave with warp-float faced 2:1 'Z' twill interlacings of secondary binding warps and supplementary patterning wefts; lining: silk, plain weave; sleeve lining: silk, warp-float faced 7:1 satin weave; metal buttons",147.7 × 222.7 cm (58 1/8 × 87 5/8 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Costume and Accessories,,,,
150751,Woman's Vest,"Manchu
China","Qing dynasty (1644–1911), 1875/1900",China,Textiles,"A work made of silk, warp-float faced 7:1 satin weave; embroidered with silk and gold-leaf-over-lacquered-paper-strip-wrapped silk in satin, single satin, and stem stitches; laid work, couching and chinese knots; inner tape: silk and cotton, plain weave self-patterned by main warp floats; outer tape: silk, warp-float faced 7:1 satin weave; embroidered with silk in satin and stem stitches; edged with silk, warp-float faced 7:1 satin weave; lined with silk, plain weave; button loops: silk, warp-float faced 7:1 satin weave; metal buttons.","Silk, warp-float faced 7:1 satin weave; embroidered with silk and gold-leaf-over-lacquered-paper-strip-wrapped silk in satin, single satin, and stem stitches; laid work, couching and Chinese knots; inner tape: silk and cotton, plain weave self-patterned by main warp floats; outer tape: silk, warp-float faced 7:1 satin weave; embroidered with silk in satin and stem stitches; edged with silk, warp-float faced 7:1 satin weave; lined with silk, plain weave; button loops: silk, warp-float faced 7:1 satin weave; metal buttons",64 × 57.3 cm (25 1/2 × 22 1/2 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Costume and Accessories,,,"https://www.artic.edu/iiif/2/0c0a74ec-b196-cf3a-0a61-5056e5dd1192/full/843,/0/default.jpg",
150752,Woman's Vest,"Manchu
China","1890/1910, Qing dynasty (1644–1911)",China,Textiles,"A work made of silk, warp-float faced 7:1 satin weave; embroidered with silk in satin and split stitches; couching and chinese knots; inner tape: silk, warp-float faced 7:1 satin weave; embroidered with silk in satin and split stitches; chinese knots; edging and button loops: silk, warp-float faced 7:1 satin weave; lined with cotton, plain weave; metal buttons.","Silk, warp-float faced 7:1 satin weave; embroidered with silk in satin and split stitches; couching and Chinese knots; inner tape: silk, warp-float faced 7:1 satin weave; embroidered with silk in satin and split stitches; Chinese knots; edging and button loops: silk, warp-float faced 7:1 satin weave; lined with cotton, plain weave; metal buttons",66.8 × 73 cm (26 1/4 × 28 3/4 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Costume and Accessories,,,"https://www.artic.edu/iiif/2/599bec76-a8dd-a991-39d8-3f49ed88f345/full/843,/0/default.jpg",
150753,Woman's Vest,"Manchu
China","Qing dynasty (1644–1911), 1800/25",China,Textiles,"A work made of silk, warp-float faced 7:1 satin weave; embroidered with silk in satin, single satin and stem stitches; chinese knots and couching; padded; inner tape: silk, warp-float faced 7:1 satin weave with supplementary patterning wefts; edged with silk, warp-float faced 7:1 satin weave; lined with silk, plain weave; button loops: silk, warp-float faced 7:1 satin weave; metal buttons.","Silk, warp-float faced 7:1 satin weave; embroidered with silk in satin, single satin and stem stitches; Chinese knots and couching; padded; inner tape: silk, warp-float faced 7:1 satin weave with supplementary patterning wefts; edged with silk, warp-float faced 7:1 satin weave; lined with silk, plain weave; button loops: silk, warp-float faced 7:1 satin weave; metal buttons",52 × 68.8 cm (20 1/2 × 27 1/8 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Costume and Accessories,,,"https://www.artic.edu/iiif/2/a866c930-7425-7bec-ba19-f3265c52de95/full/843,/0/default.jpg",chinese_art_images\351.jpg
150756,Man's Rank Badge,"Manchu
China","Qing dynasty (1644–1911), 1860/89",China,Textiles,"A work made of silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapestry weave; painted (kossu).","Silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapestry weave; painted (kossu)",29.3 × 30.8 cm (11 1/2 × 12 1/8 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Costume and Accessories,,,"https://www.artic.edu/iiif/2/62dc1f38-2d9a-8106-a652-7f813bab66e6/full/843,/0/default.jpg",chinese_art_images\352.jpg
150757,Shrine Surround,China,"Qing dynasty(1644–1911), 1750/1800",China,Textiles,"A work made of silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapesty weave (kossu) with eccentric wefts; edged with silk, warp-float faced satin weave; lined with cotton, plain weave.","Silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapesty weave (kossu) with eccentric wefts; edged with silk, warp-float faced satin weave; lined with cotton, plain weave",104.8 × 142.3 cm (41 1/4 × 56 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Textile,,,"https://www.artic.edu/iiif/2/a31557ca-1eb5-8fac-8d08-fff3e16bddb9/full/843,/0/default.jpg",chinese_art_images\353.jpg
150758,Woman's Fan Cover,China,"1890/1910, Qing dynasty (1644–1911)",China,Textiles,"A work made of silk, warp-float faced 7:1 satin weave; embroidered with silk in satin, split and stem stitches; laid work and couching; edged with silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, warp-float faced 7:1 satin weave with plain interlacings of secondary binding warps and supplementary patterning wefts.","Silk, warp-float faced 7:1 satin weave; embroidered with silk in satin, split and stem stitches; laid work and couching; edged with silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, warp-float faced 7:1 satin weave with plain interlacings of secondary binding warps and supplementary patterning wefts",41 × 36.4 cm (16 1/8 × 14 3/8 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Costume and Accessories,,,"https://www.artic.edu/iiif/2/c1827cb8-4bcc-1be0-b067-d6ed940eab85/full/843,/0/default.jpg",chinese_art_images\354.jpg
150759,Panel,"Manchu
China","Qing dynasty (1644–1911), 1775/1800",China,Textiles,"A work made of center: silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapestry weave (kossu); painted; inner tape: silk and gold-leaf-over-lacquered-paper-strip-wrapped cotton, plain weave with supplementary patterning warps; outer tape: silk, warp-float faced 7:1 satin weave self-patterned by complementary ground weft floats; edged with cotton, warp-float faced 4:1 satin weave; glazed; backed with cotton, plain weave.","Center: silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapestry weave (kossu); painted; inner tape: silk and gold-leaf-over-lacquered-paper-strip-wrapped cotton, plain weave with supplementary patterning warps; outer tape: silk, warp-float faced 7:1 satin weave self-patterned by complementary ground weft floats; edged with cotton, warp-float faced 4:1 satin weave; glazed; backed with cotton, plain weave",167 × 73.8 cm (65 3/4 × 29 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Textile,tapestry weaving,imperial families,"https://www.artic.edu/iiif/2/490bf77b-f381-ba57-8ffa-0c1278432b1a/full/843,/0/default.jpg",chinese_art_images\355.jpg
150760,Panel (Dress Fabric),"Manchu
China","Qing dynasty (1644–1911), 1750/1800",China,Textiles,"A work made of silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapestry weave (kossu) with eccentric wefts; painted; edged and backed with cotton, plain weave.","Silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapestry weave (kossu) with eccentric wefts; painted; edged and backed with cotton, plain weave",84.8 × 182.2 cm (33 3/8 × 71 3/4 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Textile,,,"https://www.artic.edu/iiif/2/83f36a3e-812e-7fb0-39d4-255678aa7f59/full/843,/0/default.jpg",chinese_art_images\356.jpg
150761,Panel (Furnishing Fabric),"Manchu
China","Qing dynasty (1644–1911), 1875/1900",China,Textiles,"A work made of center: silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapestry weave (kossu); painted
side, top, and bottom tapes: silk, plain weave; outer edge tape: silk; top panel: silk, 1:1 simple gauze weave; embroidered with silk in stem stitches; edged with cotton; glazed; lined with cotton, plain weave.","Center: silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapestry weave (kossu); painted
Side, top, and bottom tapes: silk, plain weave; outer edge tape: silk; top panel: silk, 1:1 simple gauze weave; embroidered with silk in stem stitches; edged with cotton; glazed; lined with cotton, plain weave",162.2 × 83.3 cm (63 7/8 × 32 3/4 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Textile,,,"https://www.artic.edu/iiif/2/34f5fa72-f645-a570-3704-255636c5d7bc/full/843,/0/default.jpg",chinese_art_images\357.jpg
150762,Cushion Cover,"Manchu
China","Qing dynasty (1644–1911), 1750/1800",China,Textiles,"A work made of silk, warp-float faced 7:1 satin weave; embroidered in knot, satin, and stem stitches.","Silk, warp-float faced 7:1 satin weave; embroidered in knot, satin, and stem stitches",57.7 × 57.5 × 7.5 cm (22 3/4 × 22 5/8 × 3 in.),,"Art Institute of Chicago, Elizabeth F. Cheney and Agnes Allerton Textile Galleries, Clothed to Rule the Universe: Ming and Qing Dynasty Textiles at The Art Institute of Chicago, Sept. 13, 2000–Jan. 2, 2001, cat., 10.","John E. Vollmer, et al., ""Clothed to Rule the Universe: Ming and Qing Dynasty Textiles at The Art Institute of Chicago,"" published in conjunction with the exhibition, Art Institute of Chicago Museum Studies 26, no. 2 (2000): 56, cat. 10 (ill.).",Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Textile,,,"https://www.artic.edu/iiif/2/d2f65fba-a2b1-76c4-62e3-4c7a34f48963/full/843,/0/default.jpg",chinese_art_images\358.jpg
150763,Man's Rank Badge,"Manchu
China","1880/1900, Qing dynasty (1644–1911)",China,Textiles,"A work made of silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapestry weave (kossu); painted; lined with silk, 3:1 twill weave self-patterned by areas of plain interlacing.","Silk and gold-leaf-over-lacquered-paper-strip-wrapped silk, slit tapestry weave (kossu); painted; lined with silk, 3:1 twill weave self-patterned by areas of plain interlacing",29.5 × 31.3 cm (11 5/8 × 12 1/4 in.),,,,Gift of Gaylord Donnelley in memory of Miss Naomi Donnelley,Textiles,qing,Costume and Accessories,,,"https://www.artic.edu/iiif/2/b4e01b7c-1c6f-dea5-b8f3-2bc4915564a6/full/843,/0/default.jpg",chinese_art_images\359.jpg
151016,Banner,China,"Qing dynasty (1644–1911), 1750/1850",China,Textiles,"A work made of silk, warp-float faced 5:1 satin weave with weft-float faced 1:2 's' twill interlacings of secondary binding warps, supplementary patterning wefts, and self-patterning ground wefts; silk, warp-float faced 5:1 satin weave with weft-float faced 1:2 's' twill interlacings of secondary binding warps and supplementary patterning wefts; and silk and silver-leaf-over-lacquered-paper strips, warp-float faced 5:1 satin weave with weft-float faced 1:2 's' twill interlacings of secondary binding warps, supplementary patterning wefts, and self-patterning ground wefts; pieced; lined with silk.","Silk, warp-float faced 5:1 satin weave with weft-float faced 1:2 'S' twill interlacings of secondary binding warps, supplementary patterning wefts, and self-patterning ground wefts; silk, warp-float faced 5:1 satin weave with weft-float faced 1:2 'S' twill interlacings of secondary binding warps and supplementary patterning wefts; and silk and silver-leaf-over-lacquered-paper strips, warp-float faced 5:1 satin weave with weft-float faced 1:2 'S' twill interlacings of secondary binding warps, supplementary patterning wefts, and self-patterning ground wefts; pieced; lined with silk",b: 177.4 × 32.7 cm (69 3/4 × 12 7/8 in.),,,,Gift of Mrs. Tom Pool Scott,Textiles,qing,Textile,,,"https://www.artic.edu/iiif/2/402d41e7-5ce2-ea5c-e89b-16217afc030a/full/843,/0/default.jpg",chinese_art_images\360.jpg
151598,Pendents (For Bed Curtains),"Manchu
China","Qing dynasty (1644–1911), 1736/95",China,Textiles,"A work made of silk, gold-leaf-over-lacquered-paper strips, and gold-leaf-over-lacquered-paper-strip-wrapped silk, warp-float faced 7:1 satin weave with supplementary brocading wefts bound in weft-float faced 1:3 's' twill interlacings.","Silk, gold-leaf-over-lacquered-paper strips, and gold-leaf-over-lacquered-paper-strip-wrapped silk, warp-float faced 7:1 satin weave with supplementary brocading wefts bound in weft-float faced 1:3 'S' twill interlacings",271.7 × 21.3 cm (107 × 8 3/8 in.),,,,Gift of the Orientals,Textiles,qing,Textile,satin weaving; brocading,,"https://www.artic.edu/iiif/2/bf9f889c-d94e-96cc-e4fb-cba9639b2c4c/full/843,/0/default.jpg",
151599,Man's Bufu (Court Surcoat),"Manchu
China","Qing dynasty (1644–1911), 1875/1900",China,Textiles,"A work made of silk, 1:1 plain gauze weave; embroidered with silk and gilt- and silvered-metal-strip-wrapped silk in satin, stem, and tent stitches; roumanian couching.","Silk, 1:1 plain gauze weave; embroidered with silk and gilt- and silvered-metal-strip-wrapped silk in satin, stem, and tent stitches; Roumanian couching",105.7 × 157.5 cm (41 5/8 × 62 in.),"Mrs. Shirley Aiken, Lake Forest, IL, by Apr. 1982 [Temporary receipt no. 2597, Apr. 7, 1982; copy in curatorial object file]; given to the Art Institute of Chicago, 1982.","Art Institute of Chicago, Elizabeth F. Cheney and Agnes Allerton Textile Galleries, Clothed to Rule the Universe: Ming and Qing Dynasty Textiles at The Art Institute of Chicago, Sept. 13, 2000–Jan. 2, 2001, cat. 5.","John E. Vollmer, et al., ""Clothed to Rule the Universe: Ming and Qing Dynasty Textiles at The Art Institute of Chicago,"" published in conjunction with the exhibition, Art Institute of Chicago Museum Studies 26, no. 2 (2000): 19-20, 54, cat. 5, plate III (ill.).",Gift of Shirley Aikens,Textiles,qing,Costume and Accessories,,,"https://www.artic.edu/iiif/2/04742e9a-a886-8785-4947-932cdebfa92d/full/843,/0/default.jpg",chinese_art_images\362.jpg
152503,Valance,China,"Qing dynasty (1644–1911), 1650/1700",China,Textiles,"A work made of top: silk and cotton, warp-float faced 4:1 satin weave with supplementary brocading wefts bound in weft-float faced 1:4 's' twill interlacings; bottom: silk, warp-float faced 4:1 satin weave with supplementary brocading wefts bound in weft-float faced 1:4 's' twill interlacings; three panels joined; lined with silk and cotton, 7:1 satin damask weave.","Top: Silk and cotton, warp-float faced 4:1 satin weave with supplementary brocading wefts bound in weft-float faced 1:4 'S' twill interlacings; bottom: silk, warp-float faced 4:1 satin weave with supplementary brocading wefts bound in weft-float faced 1:4 'S' twill interlacings; three panels joined; lined with silk and cotton, 7:1 satin damask weave",232.5 × 206.3 cm (91 1/2 × 81 1/2 in.),,"Art Institute of Chicago, Ming Ch'ing: The Arts of China 14th–20th Century, Aug. 7–Oct. 11, 1964, cat.

Art Institute of Chicago, Elizabeth F. Cheney and Agnes Allerton Textile Galleries, Clothed to Rule the Universe: Ming and Qing Dynasty Textiles at The Art Institute of Chicago, Sept. 13, 2000–Jan. 2, 2001, cat. 36.","Jack Sewell, Ming-Ch‘ing Dynasties, a.d. 1368-1644, a.d. 1644-1912, exh. cat. (Chicago: Art Institute of Chicago, 1964).

John E. Vollmer, et al., ""Clothed to Rule the Universe: Ming and Qing Dynasty Textiles at The Art Institute of Chicago,"" published in conjunction with the exhibition, Art Institute of Chicago Museum Studies 26, no. 2 (2000): 38-9, 64, 91, cat. 36, plate XIX (ill.).",Bequest of Rowena Marsh Abbott,Textiles,qing,Textile,,,"https://www.artic.edu/iiif/2/33523e84-a73f-56c5-9c9c-372476f3586c/full/843,/0/default.jpg",chinese_art_images\363.jpg
152839,Square Bottle with Landscapes,China,"Ming dynasty (1368–1644), late Wanli period (1578–1620)",China,Arts of Asia,A work made of porcelain painted in underglaze blue.,Porcelain painted in underglaze blue,26 × 10.5 × 10.5 cm (10 1/4 × 4 1/8 × 4 1/8 in.),,,,Oriental Purchase Fund,Arts of Asia,Chinese (culture or style),Vessel,,,"https://www.artic.edu/iiif/2/4cbec6f1-08bd-e2b8-6c2b-6b130753102c/full/843,/0/default.jpg",chinese_art_images\364.jpg
152848,"Ink Cake depicting the ""Gathering at the Orchid Pavilion""",China,"Qing dynasty (1644-1911), 18th century",China,Arts of Asia,A work made of ink cake.,Ink cake,3 × 13 × 18.5 cm (1 3/16 × 5 1/8 × 7 5/16 in.),,,,Gift of Ian Wilson,Arts of Asia,,Materials,,,"https://www.artic.edu/iiif/2/edf36ef2-6c83-af78-35ae-52ef38c8f12c/full/843,/0/default.jpg",chinese_art_images\365.jpg
152849,Krishna Yamari,"China, Yunnan province","Dali kingdom (937–1253), c. 12th century",China,Arts of Asia; Arts of Asia 100,An angry-looking sculpture of a brown figure with three tiers of multiple heads and numerous arms and legs seated upon a crouching cow and holding many sharp weapons.,Cast iron,29.5 × 24.5 × 12.5 cm (11 5/8 × 9 5/8 × 4 7/8 in.),,,,Kate S. Buckingham Endowment,Arts of Asia,Chinese (culture or style),Sculpture,,,"https://www.artic.edu/iiif/2/48dbb1fa-030b-1800-0176-82c5c74307e5/full/843,/0/default.jpg",chinese_art_images\366.jpg
153169,Panel (Depicting Mao Tse Tung),China,"Republic Period (1912–1949)/ People's Republic of China (1949–present), Mid–20th century",China,Textiles,"A work made of rayon and silk, two-color complementary weft plain weave self-patterned by areas of main warp and ground wefts floats; woven on loom with jacquard attachment.","Rayon and silk, two-color complementary weft plain weave self-patterned by areas of main warp and ground wefts floats; woven on loom with Jacquard attachment",56.7 × 40.6 cm (22 1/4 × 15 7/8 in.),,,,Gift of Steve Smock,Textiles,republic period,Textile,,propaganda,"https://www.artic.edu/iiif/2/25cc6190-cd79-f310-f707-71e7c5899eca/full/843,/0/default.jpg",chinese_art_images\367.jpg
153627,Pair of Woman's Boots with Tying Ribbon,China,"Tang dynasty(618–906)/ Song dynasty(960–1279), 10th/11th century",China,Textiles,"A work made of outer boot: silk, complementary weft twill weave with inner warps; seam trim cord: silk, oblique interlacing; ribbon and top boot edge binding: silk, simple and complex gauze weave; lined with silk, plain weave; lining’s upper edge facing: silk, twill damask weave; sole: silk, plain weave; tying ribbon: twill weave self-patterned by areas of twill weave.","Outer boot: silk, complementary weft twill weave with inner warps; seam trim cord: silk, oblique interlacing; ribbon and top boot edge binding: silk, simple and complex gauze weave; lined with silk, plain weave; lining’s upper edge facing: silk, twill damask weave; sole: silk, plain weave; tying ribbon: twill weave self-patterned by areas of twill weave","a: 40 × 29.2 cm (15 3/4 × 11 1/2 in.)
b: 39.2 × 28.6 cm (15 3/8 × 11 1/4 in.)
Repeat: 13.2-14 × 12 cm (5 1/8-5 1/2 × 4 3/4 in.)
c (ribbon): 1.45 × 60.8 cm (5/8 × 24 in.)",,"The Art Institute of Chicago, Elizabeth F. Cheney and Agnes Allerton Textile Galleries, “Gift, Bequest, and Purchase: 1998–2003,” October 22, 2004–April 17, 2005",,Robert Allerton Endowment,Textiles,liao,Costume and Accessories,,,"https://www.artic.edu/iiif/2/5ffeb451-c239-0a6e-ef04-77b2fe4d9e8c/full/843,/0/default.jpg",chinese_art_images\368.jpg
153669,Fragment,China,"Qing dynasty (1644–1911)/ Republic Period (1912–1949), late 19th/early 20th century",China,Textiles,"A work made of silk, 1:1 plain gauze weave; embroidered with silk in knot and satin stitches; mounted on paper.","Silk, 1:1 plain gauze weave; embroidered with silk in knot and satin stitches; mounted on paper",24.7 × 19.7 cm (9 3/4 × 7 3/4 in.),,,,Gift of Nathalie F. Alberts,Textiles,Chinese (culture or style),Textile,,,"https://www.artic.edu/iiif/2/c3694b25-4c7d-f914-a2d5-cb5e6f92a4cb/full/843,/0/default.jpg",chinese_art_images\369.jpg
153671,Panel (Furnishing Fabric),China,"Qing dynasty (1644–1911), c. 1700",China,Textiles,"A work made of silk, 7:1 satin damask weave; inscription embroidered with cotton in back and straight stitches.","Silk, 7:1 satin damask weave; inscription embroidered with cotton in back and straight stitches",169.3 × 72.5 cm (66 3/4 × 28 1/2 in.); Warp repeat: H.: 133.3 cm (52 1/2 in.),,,,Louise Lutz Endowment,Textiles,qing,Textile,,,"https://www.artic.edu/iiif/2/7474027a-f78b-0647-e1d9-90d6bf541d8b/full/843,/0/default.jpg",chinese_art_images\370.jpg
153767,Fragments (Dress Fabric),China,"Qing dynasty (1644–1911), (exported to Japan, c. 1750/89), c. 1750",China,Textiles,"A work made of silk and gold-leaf-over-lacquered-paper strips, warp-float faced 4:1 satin weave with weft-float faced 1:2 'z' twill interlacing of secondary binding warps and supplementary patterning wefts.","Silk and gold-leaf-over-lacquered-paper strips, warp-float faced 4:1 satin weave with weft-float faced 1:2 'Z' twill interlacing of secondary binding warps and supplementary patterning wefts",284.7 × 69.2 cm (112 1/8 × 27 1/4 in.),,,,Gift of Mary V. and Ralph E. Hays,Textiles,qing,Textile,,,"https://www.artic.edu/iiif/2/3c963fdd-500e-d2fb-6433-d339777e82dd/full/843,/0/default.jpg",
154057,"Zhenwu with the Eight Trigrams, the Northern Dipper, and Talismans","Artist unknown
Chinese","Qing dynasty (1644–1911), 17th or early 18th century",China,Arts of Asia,"A work made of hanging scroll; ink, colors, and gold on silk.","Hanging scroll; ink, colors, and gold on silk",59.9 × 42.6 cm (23 5/8 × 16 13/16 in.),,"SOD 1392: The Art Institute of Chicago ""Taoism and the Arts of China"" The Art Institute of Chicago, no. 113, Nevember 4, 2000-January 7, 2001; Asian Art Museum of San Francisco February 21, 2001-March 13, 2001.","Art Institute of Chicago, Annual Report 1999- 2000 (Art Institute of Chicago, 2000), pp. 9-10.
 
Stephen Little with Shawn Eichman, Taoism and the Arts of China, exh. cat. (Art Institute of Chicago  / University of California Press, 2000), cat.113, p.308

Comprehensive Illustrated Catalog of Chinese Paintings: Third Series, Vol. 1  American and Canadian Collections 1, Research Field of Art, East Asian Department, Institute for Advanced Studies on Asia, The  University  of Tokyo, by University of Tokyo  Press, 2013;  page I-29, No. A 3–100.",Russell Tyson Endowment,Arts of Asia,Chinese (culture or style),Painting,,,"https://www.artic.edu/iiif/2/2c9b33e1-fe7f-e84b-d459-6c8b5270a146/full/843,/0/default.jpg",chinese_art_images\372.jpg
154059,Seal,China,"Qing dynasty (1644-1911), 19th century",China,Arts of Asia,A work made of rock crystal.,Rock crystal,,,,,Gift of Muriel Kallis Newman,Arts of Asia,,Decorative Arts,,,"https://www.artic.edu/iiif/2/2d1d45d0-6feb-4a60-60f2-86ae571ee84d/full/843,/0/default.jpg",chinese_art_images\373.jpg
154078,Horizontal Stone with Large White Veins,China,,China,Arts of Asia,A work made of ying limestone; huanghuali-wood stand.,Ying limestone; huanghuali-wood stand,,,,,Gift of Ian and Susan Wilson,Arts of Asia,,Decorative Arts,,,"https://www.artic.edu/iiif/2/d5445d39-063a-8a55-eee6-76e9022ca170/full/843,/0/default.jpg",chinese_art_images\374.jpg
154177,Imperial Edict,Chinese,"Dated: October 12, 1856, in the reign of Emperor Xianfeng (1851–1861)",China,Arts of Asia,A work made of ink and colors on silk.,Ink and colors on silk,,"Mr. and Mrs. Ernest Wagner, Chicago, by Dec. 27, 1978 [Incoming receipt RX11860, Dec. 27, 1978; copy in curatorial object file]; given to the Art Institure of Chicago.",,,Gift of Mr. and Mrs. Ernest Wagner,Arts of Asia,,Painting,,,"https://www.artic.edu/iiif/2/e60b4742-3658-3651-051a-fd9bd90ff45c/full/843,/0/default.jpg",chinese_art_images\375.jpg
