subject,predicate,object
1272,材质是,软玉
1272,现藏博物馆是,亚洲艺术博物馆
1272,来源地是,中国
1272,类型是,玉与石
1271,创作者是,杨永胜
1271,尺寸是,高22 5/8英寸×宽31英寸，高57.7厘米×宽78.7厘米
1271,材质是,浮雕蚀刻
1271,材质是,纸上墨水
1271,现藏博物馆是,亚洲艺术博物馆
1271,类型是,版画与素描
1275,尺寸是,高6 1/8英寸×宽4 1/4英寸×深2 7/8英寸，高15.6厘米×宽10.8厘米×深7.3厘米
1275,材质是,软玉
1275,现藏博物馆是,亚洲艺术博物馆
1275,来源地是,印度还是中国
1275,类型是,玉与石
1277,尺寸是,高4又1/16英寸×宽1又1/2英寸，高10.3厘米×宽3.8厘米
1277,材质是,玻璃
1277,现藏博物馆是,亚洲艺术博物馆
1277,来源地是,中国
1277,类型是,玉与石
1276,创造年代是,清朝
1276,尺寸是,高2又1/2英寸×宽3又1/4英寸×深1又3/4英寸，高6.4厘米×宽8.3厘米×深4.4厘米
1276,材质是,彩绘底座象牙
1276,现藏博物馆是,亚洲艺术博物馆
1276,来源地是,中国
1276,类型是,装饰艺术
1278,尺寸是,直径1又7/16英寸×深1/8英寸，直径3.65厘米×深0.32厘米
1278,材质是,软玉
1278,现藏博物馆是,亚洲艺术博物馆
1278,来源地是,中国
1278,类型是,玉与石
1281,尺寸是,高1/2英寸×宽3 3/8英寸×深3/16英寸，高1.3厘米×宽8.6厘米×深0.5厘米
1281,材质是,软玉
1281,现藏博物馆是,亚洲艺术博物馆
1281,来源地是,中国
1281,类型是,玉与石
1280,创造年代是,清朝
1280,尺寸是,H. 1 3/4 英寸
1280,材质是,软玉
1280,现藏博物馆是,亚洲艺术博物馆
1280,来源地是,中国
1280,类型是,玉与石
1282,创作者是,徐釚
1282,创造年代是,清朝
1282,尺寸是,高8 3/8英寸×宽15英寸，高21.3厘米×宽38.1厘米（图像）；高10 3/8英寸×宽17 1/2英寸，高26.3厘米×宽44.4厘米（整体）（一页）
1282,材质是,纸本水墨设色
1282,现藏博物馆是,亚洲艺术博物馆
1282,类型是,绘画
1283,创作者是,徐釚
1283,创造年代是,清朝
1283,尺寸是,高8 3/8英寸×宽15英寸，高21.3厘米×宽38.1厘米（图像）；高10 3/8英寸×宽17 1/2英寸，高26.3厘米×宽44.4厘米（整体）（一页）
1283,材质是,纸本水墨设色
1283,现藏博物馆是,亚洲艺术博物馆
1283,类型是,绘画
1279,创造年代是,清朝
1279,尺寸是,高3/8英寸×宽2 1/4英寸×深5/8英寸，高0.95厘米×宽5.7厘米×深1.6厘米
1279,材质是,软玉
1279,现藏博物馆是,亚洲艺术博物馆
1279,来源地是,中国
1279,类型是,玉与石
1284,创作者是,项圣谟
1284,创造年代是,清朝
1284,尺寸是,高12 1/4英寸×宽9英寸，高31.1厘米×宽22.8厘米（画面）；高15 1/4英寸×宽10 7/8英寸，高38.7厘米×宽27.6厘米（整体）
1284,材质是,纸本水墨设色
1284,现藏博物馆是,亚洲艺术博物馆
1284,类型是,绘画
1285,创造年代是,明朝
1285,尺寸是,高2又1/4英寸×直径10又5/8英寸，高5.7厘米×直径27厘米
1285,材质是,釉下青花瓷
1285,现藏博物馆是,亚洲艺术博物馆
1285,来源地是,中国江西省
1285,类型是,陶瓷
1286,创作者是,陈书
1286,尺寸是,高12 1/4英寸 × 宽217英寸，高31.1厘米 × 宽551.2厘米（画面）；高15英寸 × 宽537 1/2英寸，高38.1厘米 × 宽1365.3厘米（整体）
1286,材质是,纸上墨迹
1286,现藏博物馆是,亚洲艺术博物馆
1286,类型是,绘画
1287,尺寸是,高1/2英寸 x 宽4 1/2英寸 x 深1 1/2英寸，高1.27厘米 x 宽11.43厘米 x 深3.81厘米
1287,材质是,软玉
1287,现藏博物馆是,亚洲艺术博物馆
1287,来源地是,中国
1287,类型是,玉与石
1288,创造年代是,清朝
1288,尺寸是,高56英寸×宽71英寸，高142.2厘米×宽180厘米
1288,材质是,缂丝
1288,现藏博物馆是,亚洲艺术博物馆
1288,来源地是,中国
1288,类型是,纺织品
1289,创造年代是,明朝
1289,尺寸是,H. 3 1/2 英寸
1289,材质是,青花瓷
1289,现藏博物馆是,亚洲艺术博物馆
1289,来源地是,中国
1289,类型是,陶瓷
1290,尺寸是,高9 3/4英寸 x 直径4 1/2英寸，高24.8厘米 x 直径11.4厘米
1290,材质是,象牙色
1290,现藏博物馆是,亚洲艺术博物馆
1290,来源地是,中国
1290,类型是,装饰艺术
1292,创作者是,王子武
1292,尺寸是,高25英寸×宽16 3/4英寸，高63.5厘米×宽42.6厘米（画面）；高71英寸×宽25 1/2英寸，高71厘米×宽25.5厘米（整体）
1292,材质是,纸本水墨设色
1292,现藏博物馆是,亚洲艺术博物馆
1292,类型是,绘画
1293,创作者是,朱屺瞻
1293,尺寸是,高37英寸×宽23 3/8英寸，高94厘米×宽59.4厘米（画面）；高79 3/4英寸×宽32 3/4英寸，高202.6厘米×宽83.2厘米（整体）
1293,材质是,纸本水墨设色
1293,现藏博物馆是,亚洲艺术博物馆
1293,类型是,绘画
1291,创造年代是,清朝
1291,尺寸是,高52 3/4英寸×宽70 1/2英寸，高134厘米×宽179厘米
1291,材质是,罗纱刺绣
1291,现藏博物馆是,亚洲艺术博物馆
1291,来源地是,中国
1291,类型是,纺织品
1296,创作者是,陆灿
1296,创造年代是,清朝
1296,尺寸是,"整体：高21 9/16英寸 × 宽34 3/16英寸（54.8厘米 × 86.8厘米）
画面：高18 15/16英寸 × 宽32 1/8英寸（48.1厘米 × 81.6厘米）"
1296,材质是,纸上墨彩
1296,现藏博物馆是,亚洲艺术博物馆
1296,类型是,绘画
1295,创作者是,陆灿
1295,创造年代是,清朝
1295,尺寸是,"整体：高21 5/8英寸 × 宽34 1/4英寸（54.9厘米 × 87厘米）
画面：高19英寸 × 宽32 3/16英寸（48.3厘米 × 81.8厘米）"
1295,材质是,纸本水墨设色
1295,现藏博物馆是,亚洲艺术博物馆
1295,类型是,绘画
1294,创作者是,盛茂烨
1294,创造年代是,明朝
1294,尺寸是,高11 3/8英寸×宽19英寸，高28.9厘米×宽48.3厘米 图像(d)；高11 1/2英寸×宽19 1/8英寸，高29.2厘米×宽48.5厘米 图像(e)；高11 3/8英寸×宽19 1/8英寸，高28.8厘米×宽48.5厘米 图像(f)；高11 3/8英寸×宽19英寸，高28.9厘米×宽48.2厘米 图像(g)；高11 3/8英寸×宽19 1/8英寸，高28.9厘米×宽48.5厘米 图像(h)；高12 1/2英寸×宽393 5/8英寸，高31.7厘米×宽999.8厘米 整体
1294,材质是,纸本水墨设色
1294,现藏博物馆是,亚洲艺术博物馆
1294,类型是,绘画
1299,创作者是,周绿云
1299,尺寸是,"图片尺寸：高9 5/8英寸 × 宽20 1/2英寸（24.4厘米 × 52.1厘米）
整体尺寸：高29 7/16英寸 × 宽33 11/16英寸（74.8厘米 × 85.6厘米）"
1299,材质是,纸上水墨
1299,材质是,丙烯与金漆
1299,现藏博物馆是,亚洲艺术博物馆
1299,类型是,绘画
1297,尺寸是,直径3/4英寸，直径1.9厘米
1297,材质是,翡翠
1297,材质是,钻石与铂金
1297,现藏博物馆是,亚洲艺术博物馆
1297,来源地是,中国上海
1297,类型是,装饰艺术
1300,创作者是,刘国松
1300,尺寸是,高76英寸×宽33英寸，高193.0厘米×宽83.8厘米（整体）；高50英寸×宽30英寸，高127.0厘米×宽76.2厘米（图像）
1300,材质是,纸本水墨设色
1300,现藏博物馆是,亚洲艺术博物馆
1300,类型是,绘画
1298,尺寸是,高1又3/4英寸×宽1英寸，高4.5厘米×宽2.5厘米
1298,材质是,翡翠
1298,材质是,钻石与铂金
1298,现藏博物馆是,亚洲艺术博物馆
1298,来源地是,中国上海
1298,类型是,装饰艺术
1301,创作者是,徐乐乐
1301,尺寸是,高13 3/4英寸 x 宽19 1/2英寸，高34.9厘米 x 宽49.5厘米（画面）；高20英寸 x 宽24 1/4英寸，高50.8厘米 x 宽61.6厘米（整体）
1301,材质是,纸本水墨设色
1301,现藏博物馆是,亚洲艺术博物馆
1301,类型是,绘画
1303,创作者是,叶公超
1303,尺寸是,高58英寸×宽16 1/8英寸，高147.3厘米×宽41厘米（整体）；高33 3/4英寸×宽8英寸，高85.7厘米×宽20.3厘米（画面）
1303,材质是,纸上墨迹
1303,现藏博物馆是,亚洲艺术博物馆
1303,类型是,绘画
1302,创作者是,雨桐
1302,创造年代是,清朝
1302,尺寸是,高30.48厘米 × 宽61.28厘米（原尺寸：高12英寸 × 宽24又1/8英寸）
1302,材质是,纸上墨迹
1302,现藏博物馆是,亚洲艺术博物馆
1302,类型是,绘画
1306,创作者是,瑞伊·吉安·赵
1306,尺寸是,高21 1/4英寸 x 宽14 3/4英寸
1306,材质是,日本纸上的木版印刷
1306,现藏博物馆是,亚洲艺术博物馆
1306,类型是,绘画
1305,创作者是,卢浮生
1305,尺寸是,高53 1/2英寸×宽11 3/4英寸，高136厘米×宽30厘米（画面）；高66 1/2英寸×宽20英寸，高168.9厘米×宽50.8厘米（整体）
1305,材质是,纸本水墨设色
1305,现藏博物馆是,亚洲艺术博物馆
1305,类型是,绘画
1307,创作者是,卡瓦姆丁·本·艾哈迈德·西尼
1307,尺寸是,高14 1/4英寸 × 宽9 3/4英寸 × 深2英寸，高36.2厘米 × 宽24.8厘米 × 深5.1厘米
1307,材质是,纸本水墨设色金笺
1307,现藏博物馆是,亚洲艺术博物馆
1307,来源地是,中国 西安
1307,类型是,书籍与手稿
1304,创作者是,法石山
1304,创造年代是,清朝
1304,尺寸是,高26 1/2英寸×宽71 1/4英寸，高67.3厘米×宽181厘米（整体）；高22 5/8英寸×宽52 1/4英寸，高57.5厘米×宽133.0厘米（画面）
1304,材质是,纸上墨迹
1304,现藏博物馆是,亚洲艺术博物馆
1304,类型是,绘画
1311,创作者是,陈家泠
1311,尺寸是,高22 3/4英寸×宽39 1/2英寸，高57.8厘米×宽100.3厘米（画面）；高28 3/4英寸×宽52英寸，高73.0厘米×宽132.1厘米（整体）
1311,材质是,纸本水墨设色
1311,现藏博物馆是,亚洲艺术博物馆
1311,类型是,绘画
1312,创作者是,文徵明
1312,创造年代是,明朝
1312,尺寸是,高12 1/2英寸×宽6 7/8英寸，高31.7厘米×宽17.4厘米（整体）；高8 3/4英寸×宽5 1/4英寸，高22.2厘米×宽13.3厘米（图像）
1312,材质是,纸上墨迹
1312,现藏博物馆是,亚洲艺术博物馆
1312,类型是,绘画
1308,创作者是,方世叔
1308,创造年代是,清朝
1308,尺寸是,高30.48厘米 × 宽61.28厘米（原尺寸：高12英寸 × 宽24又1/8英寸）
1308,材质是,纸上水墨淡彩
1308,现藏博物馆是,亚洲艺术博物馆
1308,类型是,绘画
1309,创作者是,费丹旭
1309,创造年代是,清朝
1309,尺寸是,高30.48厘米 × 宽61.28厘米
1309,材质是,金箔纸上墨彩
1309,现藏博物馆是,亚洲艺术博物馆
1309,类型是,绘画
1310,创作者是,关司
1310,创造年代是,明朝
1310,尺寸是,高53 1/2英寸×宽19 1/2英寸，高135.9厘米×宽49.5厘米（画面）；高83 1/2英寸×宽26 1/8英寸，高212.1厘米×宽66.4厘米（整体），宽29英寸，宽73.7厘米（旋钮至旋钮）
1310,材质是,纸本水墨设色
1310,现藏博物馆是,亚洲艺术博物馆
1310,类型是,绘画
1313,创作者是,于右任
1313,尺寸是,高89 1/4英寸×宽25 1/2英寸，高226.7厘米×宽64.8厘米（整体）；高54 1/8英寸×宽15 3/4英寸，高137.5厘米×宽40.0厘米（画面）
1313,材质是,纸上墨迹
1313,现藏博物馆是,亚洲艺术博物馆
1313,类型是,绘画
1315,创作者是,许育仁
1315,尺寸是,高68 7/8英寸×宽18 1/8英寸，高175厘米×宽46厘米（画面）；高108英寸×宽23英寸，高274.3厘米×宽58.4厘米（整体）
1315,材质是,纸上墨迹
1315,现藏博物馆是,亚洲艺术博物馆
1315,类型是,绘画
1314,创作者是,叶公超
1314,尺寸是,高11又7/8英寸 × 宽26又1/4英寸，高30.2厘米 × 宽66.7厘米（画面）；高13又1/8英寸，33.3厘米（整体）
1314,材质是,金箔纸上墨
1314,现藏博物馆是,亚洲艺术博物馆
1314,类型是,绘画
1316,创作者是,李纯一
1316,尺寸是,高68 7/8英寸×宽36 1/4英寸，高175厘米×宽92厘米（画面）；高112英寸×宽47英寸，高284.5厘米×宽119.4厘米（整体）
1316,材质是,纸本水墨设色
1316,现藏博物馆是,亚洲艺术博物馆
1316,类型是,绘画
1317,创作者是,溥心畬
1317,尺寸是,高15 1/4英寸×宽41 3/4英寸，高38.7厘米×宽106.0厘米（整体）；高11 1/8英寸×宽33 1/2英寸，高28.3厘米×宽85.1厘米（画面）
1317,材质是,纸上朱砂墨
1317,现藏博物馆是,亚洲艺术博物馆
1317,类型是,绘画
1318,创作者是,叶衍兰
1318,尺寸是,高65 1/4英寸×宽14英寸，高165.7厘米×宽35.6厘米（整体）；高46 7/8英寸×宽11 5/8英寸，高119.1厘米×宽29.5厘米（画面）
1318,材质是,纸上墨迹
1318,现藏博物馆是,亚洲艺术博物馆
1318,类型是,绘画
1319,创作者是,叶衍兰
1319,创造年代是,清朝
1319,尺寸是,高10 7/8英寸×宽148英寸，高27.6厘米×宽375.9厘米（整体）；高8 1/2英寸×宽43 3/4英寸，高21.6厘米×宽111.1厘米（图像）
1319,材质是,金箔纸上墨
1319,现藏博物馆是,亚洲艺术博物馆
1319,类型是,绘画
1320,创作者是,沈周
1320,尺寸是,高7 1/8英寸×宽39 3/8英寸，高19.1厘米×宽100.0厘米（图像）；高9 1/8英寸，23.2厘米（整体）
1320,材质是,手卷
1320,材质是,纸本水墨
1320,现藏博物馆是,亚洲艺术博物馆
1320,类型是,绘画
1321,创作者是,虞姬
1321,创造年代是,清朝
1321,尺寸是,高30.48厘米 x 宽61.28厘米（原尺寸：高12英寸 x 宽24又1/8英寸）
1321,材质是,纸本水墨设色
1321,现藏博物馆是,亚洲艺术博物馆
1321,类型是,绘画
1324,创作者是,顾洛
1324,创造年代是,清朝
1324,尺寸是,高30.48厘米 × 宽61.28厘米（原尺寸：高12英寸 × 宽24又1/8英寸）
1324,材质是,金笺纸本设色
1324,现藏博物馆是,亚洲艺术博物馆
1324,类型是,绘画
1327,创作者是,周定芳
1327,尺寸是,高5.5英寸×宽3英寸×深5.25英寸，高13.97厘米×宽7.62厘米×深13.33厘米
1327,材质是,高温烧制陶瓷
1327,现藏博物馆是,亚洲艺术博物馆
1327,类型是,陶瓷
1323,创作者是,张存仁
1323,创造年代是,明朝
1323,创造年代是,清朝
1323,尺寸是,高30.48厘米 × 宽61.28厘米（原尺寸：高12英寸 × 宽24又1/8英寸）
1323,材质是,金笺墨迹
1323,现藏博物馆是,亚洲艺术博物馆
1323,来源地是,中国
1323,类型是,绘画
1328,创作者是,春望
1328,尺寸是,高7 1/2英寸×宽5 1/8英寸，高18.41厘米×直径13.02厘米
1328,材质是,高温烧制陶瓷釉
1328,现藏博物馆是,亚洲艺术博物馆
1328,类型是,陶瓷
1322,创作者是,费亦耕
1322,创造年代是,清朝
1322,尺寸是,高30.48厘米 × 宽61.28厘米（原尺寸：高12英寸 × 宽24又1/8英寸）
1322,材质是,纸本水墨设色
1322,现藏博物馆是,亚洲艺术博物馆
1322,类型是,绘画
1326,创作者是,豫园
1326,创造年代是,清朝
1326,尺寸是,高30.48厘米 × 宽61.28厘米（原尺寸：高12英寸 × 宽24又1/8英寸）
1326,材质是,纸上墨
1326,材质是,金与颜料
1326,现藏博物馆是,亚洲艺术博物馆
1326,类型是,绘画
1325,创作者是,曲颖少
1325,创造年代是,清朝
1325,尺寸是,高30.48厘米 × 宽61.28厘米（原尺寸：高12英寸 × 宽24又1/8英寸）
1325,材质是,金笺墨迹
1325,现藏博物馆是,亚洲艺术博物馆
1325,类型是,绘画
1329,尺寸是,高50 3/8英寸 × 宽30英寸，高128厘米 × 宽76.2厘米（画面）；高69 7/8英寸 × 宽38 1/4英寸，高177.5厘米 × 宽97.2厘米（整体）
1329,材质是,棉布上的墨与彩
1329,现藏博物馆是,亚洲艺术博物馆
1329,来源地是,中国河北省承德市
1329,类型是,绘画
1330,尺寸是,宽3 5/8英寸，宽9.2厘米
1330,材质是,软玉
1330,现藏博物馆是,亚洲艺术博物馆
1330,来源地是,中国
1330,类型是,玉与石
1331,创作者是,王己千
1331,尺寸是,图片尺寸：高14 7/8英寸 × 宽27英寸（37.8厘米 × 68.6厘米）整体尺寸：高21英寸 × 宽40 7/8英寸（53.3厘米 × 103.8厘米）
1331,材质是,纸本水墨设色
1331,现藏博物馆是,亚洲艺术博物馆
1331,类型是,绘画
1332,创作者是,伊秉绶
1332,创造年代是,清朝
1332,尺寸是,高18又7/8英寸 × 宽65又3/4英寸，高47.9厘米 × 宽167.0厘米（整体）；高13英寸 × 宽49又1/4英寸，高33.0厘米 × 宽125.1厘米（画面）
1332,材质是,纸上墨迹
1332,现藏博物馆是,亚洲艺术博物馆
1332,来源地是,中国
1332,类型是,绘画
1337,创作者是,叶衍兰
1337,尺寸是,高69英寸×宽14 1/4英寸，高175.3厘米×宽36.2厘米（整体）；高49 3/4英寸×宽11英寸，高126.4厘米×宽27.9厘米（画面）
1337,材质是,金箔纸上墨
1337,现藏博物馆是,亚洲艺术博物馆
1337,类型是,绘画
1334,创作者是,唐棣
1334,尺寸是,高86 1/2英寸×宽20 5/8英寸，高219.7厘米×宽52.4厘米（整体）；高52 1/2英寸×宽13 1/8英寸，高133.3厘米×宽33.3厘米（图像）
1334,材质是,纸上墨迹
1334,现藏博物馆是,亚洲艺术博物馆
1334,类型是,绘画
1333,创作者是,苏体元
1333,创造年代是,明朝
1333,创造年代是,清朝
1333,尺寸是,高136 3/4英寸×宽34英寸，高347.3厘米×宽86.4厘米（整体）；高101英寸×宽23 1/2英寸，高256.5厘米×宽59.7厘米（画面）
1333,材质是,纸上墨迹
1333,现藏博物馆是,亚洲艺术博物馆
1333,类型是,绘画
1336,创作者是,叶衍兰
1336,创造年代是,清朝
1336,尺寸是,高63英寸×宽11又7/8英寸，高162.6厘米×宽30.2厘米（整体）；高15英寸×宽6又1/2英寸，高38.1厘米×宽16.5厘米（图像）
1336,材质是,纸上墨迹
1336,现藏博物馆是,亚洲艺术博物馆
1336,来源地是,中国
1336,类型是,绘画
1335,创作者是,叶公超
1335,尺寸是,高49 3/4英寸×宽14 5/8英寸，高126.4厘米×宽37.1厘米（整体）；高42 5/8英寸×宽11/12英寸，高108.3厘米×宽29.2厘米（画面）
1335,材质是,纸本水墨设色
1335,现藏博物馆是,亚洲艺术博物馆
1335,类型是,绘画
1340,创作者是,余东
1340,尺寸是,高53英寸×宽18英寸，高134.6厘米×宽45.7厘米（画面）；高87英寸×宽26又3/4英寸，高221厘米×宽67.9厘米（整体）
1340,材质是,立轴
1340,材质是,纸本设色
1340,现藏博物馆是,亚洲艺术博物馆
1340,类型是,绘画
1338,创作者是,温家
1338,创造年代是,明朝
1338,尺寸是,"整体：高12英寸 × 宽387又1/16英寸（30.5厘米 × 983.1厘米）  
画面（主画部分）：高9又5/16英寸 × 宽41英寸（23.7厘米 × 104.1厘米）"
1338,材质是,纸上墨迹
1338,现藏博物馆是,亚洲艺术博物馆
1338,类型是,绘画
1341,创作者是,倪元璐
1341,创造年代是,明朝
1341,尺寸是,高34英寸×宽10英寸，高86.4厘米×宽25.4厘米（画面）；高73英寸×宽15又3/8英寸，高185.4厘米×宽39.1厘米（整体）
1341,材质是,绸缎上的墨迹
1341,现藏博物馆是,亚洲艺术博物馆
1341,来源地是,中国
1341,类型是,绘画
1339,创作者是,藍瑛
1339,创造年代是,明朝
1339,尺寸是,高73 1/4英寸×宽19 3/8英寸，高186.1厘米×宽49.2厘米（画面）；高116 1/2英寸×宽25 7/8英寸，高295.9厘米×宽65.7厘米（整体）
1339,材质是,绢上墨迹
1339,现藏博物馆是,亚洲艺术博物馆
1339,类型是,绘画
1343,创作者是,陈寅恪
1343,创造年代是,清朝
1343,尺寸是,高8英寸×直径8英寸，高20.32厘米×直径20.32厘米
1343,材质是,高温烧制陶瓷
1343,现藏博物馆是,亚洲艺术博物馆
1343,类型是,陶瓷
1344,创作者是,孙荻
1344,创造年代是,明朝
1344,创造年代是,清朝
1344,尺寸是,高30.48厘米 × 宽61.28厘米（原尺寸：高12英寸 × 宽24又1/8英寸）
1344,材质是,金笺墨迹
1344,现藏博物馆是,亚洲艺术博物馆
1344,类型是,绘画
1342,创作者是,王成佩
1342,创造年代是,清朝
1342,尺寸是,高9 1/4英寸×宽20 1/2英寸，高23.5厘米×宽52.1厘米（画面）；高12 1/2英寸×宽24 1/2英寸，高31.8厘米×宽62.2厘米（整体，折叠后）
1342,材质是,纸本水墨设色
1342,现藏博物馆是,亚洲艺术博物馆
1342,类型是,绘画
1346,创作者是,张红
1346,尺寸是,高37 1/2英寸×宽24英寸，高95.2厘米×宽61.0厘米（画面）；高79英寸×宽33英寸，高200.7厘米×宽83.8厘米（整体）
1346,材质是,纸上墨迹
1346,现藏博物馆是,亚洲艺术博物馆
1346,类型是,绘画
1345,创作者是,丁冠鹏
1345,创造年代是,清朝
1345,尺寸是,"整体：高92又1/16英寸 × 宽31英寸（233.8厘米 × 78.7厘米）
画面：高45又1/2英寸 × 宽25英寸（115.6厘米 × 63.5厘米）"
1345,材质是,绢本设色
1345,现藏博物馆是,亚洲艺术博物馆
1345,类型是,绘画
1349,创作者是,宋迪
1349,尺寸是,"图片尺寸：高26 3/4英寸 × 宽26 3/4英寸（67.9厘米 × 67.9厘米）
整体尺寸：高34 7/8英寸 × 宽34 7/8英寸（88.6厘米 × 88.6厘米）"
1349,材质是,纸本水墨设色
1349,现藏博物馆是,亚洲艺术博物馆
1349,类型是,绘画
1347,创作者是,叶衍兰
1347,创造年代是,清朝
1347,尺寸是,高65 1/4英寸×宽12 1/4英寸，高165.7厘米×宽31.1厘米（整体）；高29 1/2英寸×宽8 1/4英寸，高74.9厘米×宽21.0厘米（图像）
1347,材质是,纸本水墨设色
1347,现藏博物馆是,亚洲艺术博物馆
1347,类型是,绘画
1348,创作者是,朱继祚
1348,尺寸是,高88 7/8英寸×宽25 1/4英寸，高225.7厘米×宽64.1厘米（整体）；高77 3/8英寸×宽18 5/8英寸，高196.5厘米×宽47.3厘米（画面）
1348,材质是,绢上墨
1348,现藏博物馆是,亚洲艺术博物馆
1348,类型是,绘画
1350,创作者是,叶仲三
1350,尺寸是,高2又3/4英寸×宽2又1/4英寸，高7.0厘米×宽5.7厘米
1350,材质是,水晶上的墨色
1350,现藏博物馆是,亚洲艺术博物馆
1350,来源地是,中国北京
1350,类型是,装饰艺术
1352,创作者是,永弘
1352,创造年代是,汉朝
1352,尺寸是,H. 5 5/8 英寸 x W. 7/8 英寸
1352,材质是,鎏金青铜
1352,现藏博物馆是,亚洲艺术博物馆
1352,类型是,金属艺术
1353,创作者是,张洹
1353,尺寸是,整体尺寸：高43又1/2英寸 × 宽59英寸（110.5厘米 × 149.9厘米）
1353,材质是,亚麻布上的灰烬
1353,现藏博物馆是,亚洲艺术博物馆
1353,来源地是,中国上海
1353,类型是,绘画
1351,创作者是,仇英
1351,创造年代是,明朝
1351,尺寸是,高6 3/8英寸×宽19 5/8英寸，高16.2厘米×宽48.8厘米（画面）；高13英寸×宽24 1/2英寸，高33厘米×宽62.2厘米（整体）
1351,材质是,金箔纸上墨彩
1351,现藏博物馆是,亚洲艺术博物馆
1351,类型是,绘画
1357,创作者是,叶公超
1357,尺寸是,高63 3/4英寸×宽11英寸，高161.9厘米×宽27.9厘米（整体）；高46英寸×宽8 1/8英寸，高116.8厘米×宽20.6厘米（图像）
1357,材质是,纸上墨迹
1357,现藏博物馆是,亚洲艺术博物馆
1357,类型是,绘画
1354,创作者是,黄善寿
1354,尺寸是,高50 5/16英寸×宽12 11/16英寸，高127.8厘米×宽32.2厘米（画面）；高53 1/16英寸×宽15 1/16英寸，高134.8厘米×宽38.3厘米（整体）
1354,材质是,绢本设色
1354,现藏博物馆是,亚洲艺术博物馆
1354,来源地是,中国
1354,类型是,绘画
1355,创作者是,卢文霞
1355,尺寸是,高7又3/4英寸×宽17又11/16英寸，高19.68厘米×宽44.93厘米
1355,材质是,高温烧制陶瓷
1355,现藏博物馆是,亚洲艺术博物馆
1355,类型是,陶瓷
1360,创作者是,欧豪年
1360,尺寸是,高38 3/4英寸×宽23 1/4英寸，高98.4厘米×宽59.1厘米（画面）；高63 1/2英寸×宽27 1/2英寸，高161.3厘米×宽69.8厘米（整体）
1360,材质是,纸本水墨设色
1360,现藏博物馆是,亚洲艺术博物馆
1360,类型是,绘画
1358,创作者是,董福
1358,创造年代是,元朝
1358,尺寸是,"图片（右一）：高9 3/4英寸 × 宽29英寸（24.8厘米 × 73.7厘米）  
图片（右二）：高10英寸 × 宽168 5/8英寸（25.4厘米 × 428.3厘米）  
图片（右三）：高10 1/2英寸 × 宽36英寸（26.7厘米 × 91.4厘米）  
整体尺寸：高12 5/8英寸 × 宽334 5/8英寸（32.1厘米 × 849.9厘米）"
1358,材质是,绢上墨迹
1358,现藏博物馆是,亚洲艺术博物馆
1358,来源地是,中国
1358,类型是,绘画
1362,创作者是,周同
1362,尺寸是,高3又3/8英寸×宽7/8英寸×深7/8英寸，高8.6厘米×宽2.2厘米×深2.2厘米
1362,材质是,石头
1362,现藏博物馆是,亚洲艺术博物馆
1362,来源地是,中国
1362,类型是,装饰艺术
1363,创作者是,云语法
1363,尺寸是,高1又3/8英寸×宽3/4英寸×深1又1/8英寸，高3.5厘米×宽1.9厘米×深2.9厘米
1363,材质是,石头
1363,现藏博物馆是,亚洲艺术博物馆
1363,类型是,装饰艺术
1359,创作者是,陈献章
1359,创造年代是,明朝
1359,尺寸是,高43 1/8英寸×宽16 5/8英寸，高109.5厘米×宽42.2厘米（画面）；高103 1/4英寸×宽23 1/2英寸，高262.3厘米×宽59.7厘米（整体）
1359,材质是,纸上墨迹
1359,现藏博物馆是,亚洲艺术博物馆
1359,类型是,绘画
1361,创作者是,于国良
1361,尺寸是,高4英寸 x 宽5英寸 x 深7又3/4英寸，高10.2厘米 x 宽12.7厘米 x 深19.7厘米
1361,材质是,高温烧制陶瓷
1361,现藏博物馆是,亚洲艺术博物馆
1361,来源地是,中国江苏省宜兴市
1361,类型是,陶瓷
1356,创作者是,叶衍兰
1356,创造年代是,清朝
1356,尺寸是,高12英寸×宽91又3/4英寸，高30.5厘米×宽233.0厘米（画面）；高12又7/8英寸×宽239又1/4英寸，高32.7厘米×宽607.7厘米（整体）
1356,材质是,绢本设色
1356,现藏博物馆是,亚洲艺术博物馆
1356,类型是,绘画
1365,创作者是,张木
1365,尺寸是,高42 1/2英寸 × 宽13 5/16英寸，高108厘米 × 宽33.8厘米（画面）；高113 3/4英寸 × 宽17 11/16英寸，高289厘米 × 宽45厘米（整体）
1365,材质是,纸上水墨淡彩
1365,现藏博物馆是,亚洲艺术博物馆
1365,类型是,绘画
1364,创作者是,钟筹甲
1364,尺寸是,高1又1/4英寸×宽3/8英寸×深1又1/8英寸，高3.2厘米×宽1厘米×深2.9厘米
1364,材质是,石头
1364,现藏博物馆是,亚洲艺术博物馆
1364,来源地是,中国
1364,类型是,装饰艺术
1366,创作者是,张木
1366,尺寸是,高44 1/2英寸×宽20 1/2英寸，高113厘米×宽52厘米（画面）；高85 13/16英寸×宽25 3/8英寸，高218厘米×宽64.5厘米（整体）
1366,材质是,纸上水墨淡彩
1366,现藏博物馆是,亚洲艺术博物馆
1366,类型是,绘画
1367,创作者是,魏樂唐
1367,尺寸是,1-4：高82英寸×宽20英寸，高208.3厘米×宽50.8厘米（整体）；5-6：高82英寸×宽24英寸，高208.3厘米×宽61.0厘米（整体）
1367,材质是,纸上墨迹
1367,现藏博物馆是,亚洲艺术博物馆
