id,Title,Artist,Dynasty,CreditLine,Dimensions,ImgPath,ImgUrl,Materials,Description,Museum,PlaceOri,Inscribed,Classifications,Medium,OnlyArtist,main_start,main_end,sub_start,sub_end,periods
1781,带盖大印章盒,,宋朝（960年—1279年）,艾弗里·布伦戴奇收藏,高2英寸×直径4英寸，高5.1厘米×直径10.2厘米,images/asian_chinese2277.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/17803/preview,高温烧制陶瓷配以青绿色釉,,亚洲艺术博物馆,中国,,陶瓷,,,960.0,1279.0,,,宋朝
1780,鸟盒,,明朝（1368-1644年），嘉靖皇帝统治时期（1522-1566年）,艾弗里·布伦戴奇收藏,H. 1 1/8英寸 x 直径4英寸，H. 2.9厘米 x 直径10.2厘米,images/asian_chinese2276.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/17755/preview,釉下青花瓷,此作品中心饰一对凤凰，周围环绕云芽纹，两侧各饰五只仙鹤。盖与盒身皆施明艳的紫调彩釉。此类盒具造型丰富，或长方、或正方、或圆形、或多边，用途各异，可贮印泥、置脂粉、盛蜜饯。至嘉靖年间，其尺寸渐增，曾有直径达38厘米者现世。盒面纹饰多以龙凤鹤纹为主，常缀于繁花之间。此处凤凰纹样的出现，暗示此物当为闺阁盛放妆奁之物。,亚洲艺术博物馆,中国江西省,,陶瓷,,,1368.0,1644.0,1522.0,1566.0,明朝
1782,佛首,,唐朝（618年—907年），约650年至700年,艾弗里·布伦戴奇收藏,高13 1/8英寸 × 宽6 1/2英寸 × 深6 3/8英寸（33.3厘米 × 16.5厘米 × 16.2厘米）,images/asian_chinese2278.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/21575/preview,深灰色细粒石灰岩,,亚洲艺术博物馆,中国河南省龙门,,雕塑,,,618.0,907.0,650.0,700.0,唐朝
1783,棕色马鞍的马,,唐朝（618年－907年）,艾弗里·布伦戴奇收藏,高26英寸×宽8英寸×长30英寸，高66厘米×宽20.3厘米×长76.2厘米,images/asian_chinese2279.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/21595/preview,低温烧制的棕色釉陶瓷,,亚洲艺术博物馆,中国,,雕塑,,,618.0,907.0,,,唐朝
1784,菩萨,,唐朝（618年—907年），约720年至730年,亚洲艺术基金会捐赠 6-6-69,高27 3/4英寸 x 宽6 1/2英寸，高70.5厘米 x 宽16.5厘米,images/asian_chinese2280.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22607/preview,含钙质胶结物和颜料的砂岩,,亚洲艺术博物馆,中国山西省天龙山,,雕塑,,,618.0,907.0,720.0,730.0,唐朝
1786,佛陀与两位侍者,,486-534,博物馆采购,高26 5/8英寸 × 宽18 1/8英寸，高67.6厘米 × 宽46厘米,images/asian_chinese2282.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/24290/preview,带有颜料痕迹的砂岩,,亚洲艺术博物馆,中国,,雕塑,,,486.0,534.0,,,
1785,战神关羽,,明朝（1368年—1644年），1564年,博物馆收购,高24英寸 × 宽20英寸,images/asian_chinese2281.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/59664/preview,青铜漆金,这尊塑像背面刻有15个字的铭文，表明它是由一位名叫方宝的太监于1564年委托制作的。方宝当时在明朝的南方首都南京担任六品官员，负责监督皇帝的膳食。,亚洲艺术博物馆,中国,,雕塑,,,1368.0,1644.0,1564.0,1564.0,明朝
1788,菩萨,,550-577,艾弗里·布伦戴奇收藏,高36英寸×宽11又3/8英寸×深6又1/2英寸，高91.4厘米×宽28.9厘米×深16.5厘米,images/asian_chinese2284.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/24550/preview,砂岩,这尊雕像的手部比例相较于身体其他部分显得较大，与400年代的作品风格颇为相似。整体正面性、大致对称以及块状立柱般的特质，是500年代后期作品的典型特征；然而，面部圆润的轮廓、嘴角流露出的温和表情、丰满的脸颊以及略微低垂的眼睑，则预示了600至700年代的艺术风格。这种风格的混搭在500年代后期的外省作品中并不罕见。,亚洲艺术博物馆,中国,,雕塑,,,550.0,577.0,,,
1787,龙纹碗,,明朝（1368-1644年），正德皇帝统治时期（1506-1521年）,艾弗里·布伦戴奇收藏,高3英寸 x 直径6 1/8英寸，高7.6厘米 x 直径15.6厘米,images/asian_chinese2283.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/18714/preview,釉下青花釉上彩瓷,此器珍稀异常，官窑款识与刻花、釉下青花及釉上多彩装饰集于一身。本品由成化器发展而来，以绿彩为地，诸彩为饰。器内施白釉，饰刻花云龙纹，一龙居底，二龙在侧。器外绿彩地上以红、黄彩及青花为饰，口沿饰落花流水纹，器身六处开光内绘团龙纹，下方为莲瓣纹。,亚洲艺术博物馆,中国江西省,,陶瓷,,,1368.0,1644.0,1506.0,1521.0,明朝
1789,关羽水淹七军,,清朝（1644-1911年），19世纪,艾弗里·布伦戴奇收藏,高12 1/4英寸×宽8 1/4英寸×深5英寸，高31.1厘米×宽21厘米×深12.7厘米,images/asian_chinese2285.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/24558/preview,滑石,关公身着战袍，外罩绣云长衣，作武将装束。他坐在岩石上，左手放在大腿上，右手抚弄长须。岩石上方，一个梳着双髻的年轻人恭敬地俯身向前，双手合十。他的短裤和草帽表明他是一个年轻的农民。关平是关羽的儿子，他双手捧着一块牌匾似的东西。他是用另一块材料雕刻而成的。关羽正在监督下面发生的战斗。这是《三国演义》中的“水淹七军”片段。在下面的激流中，关羽的助手周仓骑着竹筏与落入水中的对手庞德搏斗。武士庞德的头盔已经丢失，他正拼命抓住武器的长柄。汹涌的水流卷起浪花，拍打着岩石，激起泡沫。泡沫雕刻得特别好，因为柔软的皂石可以进行精细的雕刻。,亚洲艺术博物馆,中国,,玉与石,,,1644.0,1911.0,1800.0,1800.0,清朝
1790,带盖大印章盒,,清朝（1644-1911年），康熙皇帝统治时期（1662-1722年）,艾弗里·布伦戴奇藏品,高2 1/8英寸 × 直径4 1/2英寸，高5.4厘米 × 直径11.4厘米,images/asian_chinese2286.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/18921/preview,釉上彩瓷,中小型盒子多用于存放印泥。此件作品上，蓝地浓绘的多彩图案与明代装饰传统相关。纹样以黑色勾勒轮廓，再施以绿、红、淡紫等色调，最后填涂蓝色背景。盖面与盒身满饰四种缠枝花卉——牡丹、梅、莲与山茶。胎体厚重，内壁及底施釉，具有典型的圆形足沿边缘及三行楷书官窑款。,亚洲艺术博物馆,中国,,陶瓷,,,1644.0,1911.0,1662.0,1722.0,清朝
1791,绘有道观景致的杯子,,明朝（1368-1644年），嘉靖年间（1522-1566年），1522-1566年,艾弗里·布伦戴奇收藏,高4英寸 x 直径4 1/2英寸，高10.2厘米 x 直径11.5厘米,images/asian_chinese2287.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/18986/preview,青花瓷,制茶，1300年至今 为了让饮茶者充满活力，人们会根据季节和天气条件制作不同种类的茶。茶成为皇室和受过教育的精英阶层美学的一部分，他们追求理想的准备过程，需要优质的山泉水、来自著名茶园的高品质茶叶和完美的茶具。制茶的过程包括将沸水倒入装有茶叶的特制茶壶中，然后将茶倒入小杯中供个人饮用。,亚洲艺术博物馆,中国江西省景德镇,,陶瓷,,,1368.0,1644.0,1522.0,1566.0,明朝
1792,水壶,,明朝（1368年－1644年），约1500年至1700年,艾弗里·布伦戴奇收藏,高5 1/2英寸×宽5 3/4英寸×深3 5/8英寸，高14厘米×宽14.6厘米×深9.2厘米,images/asian_chinese2288.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/19006/preview,釉下雕塑与贴花装饰瓷器（德化窑）,此器基本圆柱形制源自古代茶壶样式，并在此基础之上增饰贴花工艺。此种手法为中国东南德化窑所独有。,亚洲艺术博物馆,中国福建省,,陶瓷,,,1368.0,1644.0,1500.0,1700.0,明朝
1795,罐子,,明朝（1368-1644年），嘉靖年间（1522-1566年）,艾弗里·布伦戴奇收藏,,images/asian_chinese2291.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/21161/preview,釉下青花瓷,,亚洲艺术博物馆,中国江西省景德镇,,陶瓷,,,1368.0,1644.0,1522.0,1566.0,明朝
1794,注酒器，成对之一,,明朝（1368-1644年），可能为万历皇帝在位期间（1573-1620年）,艾弗里·布伦戴奇收藏,高9 1/4英寸 x 宽7英寸 x 深6 1/4英寸，高23.5厘米 x 宽17.8厘米 x 深15.9厘米,images/asian_chinese2290.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/21127/preview,青花瓷,,亚洲艺术博物馆,中国江西省景德镇,,陶瓷,,,1368.0,1644.0,1573.0,1620.0,明朝
1793,带有僧人形象的钟,,明朝（1368-1644年），万历皇帝统治时期（1573-1620年），1575年,艾弗里·布伦戴奇收藏,高9 1/4英寸×直径6 1/2英寸，高23.5厘米×直径16.5厘米,images/asian_chinese2289.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/21075/preview,釉下刻花瓷器,此钟的一大显著特点是其铭文——“大明万历三年四月八日造，直隶真定府冀州南宫县崇宁寺”——表明它是为河北省一座特定寺庙所铸。钟体上部环绕的凸起圆饰意在模仿鼓上的钉头，钟身两面各有一尊佛像浮雕，彼此相对，中间以铭文相隔。,亚洲艺术博物馆,中国江西省景德镇,,陶瓷,,,1368.0,1644.0,1573.0,1620.0,明朝
1796,侍从形象,,清朝（1644-1911年），约1700-1800年,大卫·福斯伯格的礼物,高13英寸 x 宽4又1/4英寸 x 深2又1/2英寸，高33.1厘米 x 宽10.8厘米 x 深6.4厘米,images/asian_chinese2292.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/29149/preview,彩绘装饰木料,,亚洲艺术博物馆,中国,,雕塑,,,1644.0,1911.0,1700.0,1800.0,清朝
1797,龙纹水器,,清朝（1644-1911），康熙皇帝统治时期（1662-1722），1662-1722年,艾弗里·布伦戴奇收藏,高3 5/8英寸×直径5英寸，高9.2厘米×直径12.7厘米,images/asian_chinese2293.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/16126/preview,釉下彩绘瓷,此水盂圆腹阔底，便于文人洗涤画笔。器身环绕浅浮雕的圆形纹饰，每圈内皆盘踞一蟠龙。,亚洲艺术博物馆,中国江西省景德镇,,陶瓷,,,1644.0,1911.0,1662.0,1722.0,清朝
1798,带盖罐子,,清朝（1644-1911年），康熙皇帝统治时期（1662-1722年）,艾弗里·布伦戴奇收藏,高20英寸 x 宽12英寸，高50.8厘米 x 宽30.5厘米,images/asian_chinese2294.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/16218/preview,釉下青花瓷,,亚洲艺术博物馆,中国,,陶瓷,,,1644.0,1911.0,1662.0,1722.0,清朝
1801,饰有道教人物图案的丧葬花瓶,,元朝（1271年—1368年）,艾弗里·布伦戴奇收藏,高31 1/4英寸×直径10英寸，高79.4厘米×直径25.4厘米,images/asian_chinese2297.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/16337/preview,青釉瓷器,,亚洲艺术博物馆,中国,,陶瓷,,,1271.0,1368.0,,,元朝
1800,凹槽水壶,,清朝（1644-1911年）,艾弗里·布伦戴奇收藏,高10 3/4英寸 x 宽7 1/2英寸 x 深6 1/4英寸，高27.3厘米 x 宽19厘米 x 深15.9厘米,images/asian_chinese2296.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/16303/preview,铜合金珐琅,,亚洲艺术博物馆,中国,,金属艺术,,,1644.0,1911.0,1644.0,1911.0,清朝
1799,饰有红色蝙蝠的葫芦形花瓶,,清朝（1644-1911年），乾隆皇帝统治时期（1736-1795年）,艾弗里·布伦戴奇收藏,高13 7/8英寸×直径7 7/8英寸，高35.2厘米×直径20厘米,images/asian_chinese2295.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/16238/preview,釉下彩和釉上彩多色装饰瓷器,"葫芦因其多籽而象征繁衍，又为吸纳邪气之吉祥器皿。红蝠漫天纹样寄寓""洪福齐天""之情。",亚洲艺术博物馆,中国江西省景德镇,,陶瓷,,,1644.0,1911.0,1736.0,1795.0,清朝
1803,深碟，敞口，成对之一,,宋朝（960年—1279年）,艾弗里·布伦戴奇收藏,H. 1 1/4 英寸 x 直径 4 3/4 英寸,images/asian_chinese2299.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22502/preview,高温烧制陶瓷，刻花装饰，米色釉,,亚洲艺术博物馆,中国,,陶瓷,,,960.0,1279.0,,,宋朝
1802,罐子,,明朝（1368-1644年），嘉靖年间（1522-1566年）,艾弗里·布伦戴奇收藏,高14英寸×直径15英寸，高35.6厘米×直径38.1厘米,images/asian_chinese2298.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/16381/preview,瓷器,,亚洲艺术博物馆,中国,,陶瓷,,,1368.0,1644.0,1522.0,1566.0,明朝
1804,大浅盘,,明朝（1368-1644年），约1500-1644年,艾弗里·布伦戴奇藏品,H. 3 3/8 英寸 x 直径 15 7/16 英寸,images/asian_chinese2300.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22530/preview,蓝地白花瓷,,亚洲艺术博物馆,中国福建省,,陶瓷,,,1368.0,1644.0,1500.0,1644.0,明朝
1806,饰有道教人物图案的丧葬花瓶,,宋朝（960-1279）或元朝（1271-1368），约900-1000年,艾弗里·布伦戴奇收藏,高24英寸 x 直径7 1/4英寸，高61.0厘米 x 直径18.4厘米,images/asian_chinese2302.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22588/preview,贴花装饰釉瓷,,亚洲艺术博物馆,中国江西省景德镇,,陶瓷,,,960.0,1279.0,900.0,1368.0,宋朝；元朝
1807,杯碟一对,,明朝（1368年－1644年）,艾弗里·布伦戴奇藏品,高1又3/8英寸 × 宽3又3/4英寸,images/asian_chinese2303.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/12241/preview,镀金青铜,,亚洲艺术博物馆,中国,,金属艺术,,,1368.0,1644.0,,,明朝
1805,狮纹碗,,明朝（1368年—1644年），约1570年至1644年,艾弗里·布伦戴奇收藏,高3 5/8英寸×直径8英寸，高9.2厘米×直径20.3厘米,images/asian_chinese2301.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22556/preview,釉下青花釉上彩瓷,此器亦展现出与典型景德镇瓷器相异的特征，尤以乳白釉色为著，米色胎体上布满开片，底部刻意留白。因此器底无釉处易受烧制材料杂质污染。内底中心绘狮子戏球纹，外围以三鱼戏水纹与水生植物环绕——游鱼与瑞狮皆为传统祥瑞意象。外壁八组开光内绘折枝花卉纹，开光间以菱格纹为界。整器以釉下青花结合釉上红绿彩的粗率笔法绘制，此类工艺组合亦常见于外销瓷制作。,亚洲艺术博物馆,中国南方,,陶瓷,,,1368.0,1644.0,1570.0,1644.0,明朝
1810,水容器,,东汉时期（公元25年－220年）,艾弗里·布伦戴奇藏品,高3又5/8英寸 × 宽3又1/2英寸,images/asian_chinese2306.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/12354/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,25.0,220.0,,,
1808,礼器,,商朝（约公元前1600年-1050年），约公元前1100年,艾弗里·布伦戴奇藏品,H. 12 3/4 英寸 × 直径 7 英寸（底部），3 3/4 英寸（顶部）,images/asian_chinese2304.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/12292/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,-1600.0,-1050.0,-1100.0,-1100.0,商朝
1811,仪式铃,,,艾弗里·布伦戴奇收藏,高33英寸 x 宽16.5英寸,images/asian_chinese2307.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/12418/preview,青铜；光滑的橄榄绿铜锈,,亚洲艺术博物馆,中国,,金属艺术,,,,,,,
1809,小型祭祀酒器,,西汉时期（公元前206年—公元9年），约公元前300年—前100年,艾弗里·布伦戴奇收藏,高3.5英寸 x 宽3.5英寸,images/asian_chinese2305.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/12339/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,-206.0,-206.0,300.0,100.0,
1812,带盖礼器食器,,约公元前700至500年,艾弗里·布伦戴奇收藏,高8 1/2英寸 × 宽14 1/2英寸 × 直径9英寸,images/asian_chinese2308.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/12461/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,700.0,500.0,,,
1814,礼器,,西汉时期（公元前206年—公元9年）,艾弗里·布伦戴奇收藏,,images/asian_chinese2310.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/12621/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,-206.0,-206.0,,,
1813,带盖礼器酒尊,,约公元前500-400年,艾弗里·布伦戴奇收藏,高18 1/4英寸 x 宽9 1/2英寸，高46.4厘米 x 宽24.13厘米,images/asian_chinese2309.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/12588/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,500.0,400.0,,,
1818,钩，一对中的一个,,公元前400年至公元前300年,艾弗里·布伦戴奇收藏,L. 9英寸,images/asian_chinese2314.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/20093/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,400.0,300.0,,,
1817,顶饰，成对之一,,商朝（约公元前1600年—前1050年）,艾弗里·布伦戴奇收藏,高3.5英寸 x 宽1.5英寸,images/asian_chinese2313.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/12901/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,-1600.0,-1050.0,,,商朝
1820,怪物之首,,三国时期（221-265年）或南北朝时期（386-589年）,艾弗里·布伦戴奇藏品,高6 1/2英寸×宽6 3/4英寸，高16.5厘米×宽17.1厘米,images/asian_chinese2316.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/20139/preview,青铜,,亚洲艺术博物馆,中国,,雕塑,,,221.0,265.0,386.0,589.0,三国
1821,带盖礼器,,约公元前550-450年,艾弗里·布伦戴奇收藏,高9又1/4英寸 x 宽8又3/4英寸,images/asian_chinese2317.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/20249/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,550.0,450.0,,,
1815,立菩萨石碑,,隋朝（581年—618年），589年,艾弗里·布伦戴奇收藏,高9 7/8英寸 x 宽3 1/8英寸 x 深2英寸，高24.8厘米 x 宽7.9厘米 x 深5.1厘米,images/asian_chinese2311.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/12808/preview,镀金青铜,隋唐鎏金铜造像，581–907年 佛教在唐朝前150年间几乎得到社会各阶层的普遍支持；然而，这一时期创建的许多寺庙和艺术作品在唐末的灭佛运动中遭到毁坏。由易腐材料制成的绘画、建筑和雕塑幸存至今的寥寥无几，但在日本还能找到一些遗迹，那里保存了更多同时期的艺术品和建筑。小型的鎏金铜造像亦为这一辉煌雕塑传统的璀璨提供了珍贵见证。,亚洲艺术博物馆,中国,台座背面及一侧的损毁铭文记载：开皇九年（589年）十一月九（？）日，佛弟子王元昌为其祖父敬造一像，祈愿……,雕塑,,,581.0,618.0,589.0,589.0,隋朝
1819,双花瓶,,清朝（1644-1911年），乾隆皇帝在位时期（1736-1795年）,艾弗里·布伦戴奇收藏,高8又1/2英寸 x 宽6又1/2英寸,images/asian_chinese2315.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/20127/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,1644.0,1911.0,1736.0,1795.0,清朝
1816,礼器酒尊,,约公元前550年至480年,艾弗里·布伦戴奇收藏,高12英寸 x 宽5又3/8英寸,images/asian_chinese2312.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/58610/preview,青铜,这四件器物[B60 B1080、B60 B30+、B60 B1079和B60 B720]与后两图所示器皿，共同展现了公元前6世纪末叶发源于中国西北地区并延续至汉代的一种新颖纹饰风格——画面生动，时而近乎叙事。这种风格虽充满想象力、清新脱俗且技艺大胆，却成为延续千年的青铜艺术最后的绝唱。器型大多朴素无华，甚至略显平庸。此时完全世俗化的金属器仅作为纹饰载体，这些纹饰多移植自绘画等其他艺术形式，不再贴合器身结构。其中三件——敦(B60B1080)与两件壶(B60B30+、B60B1079)——采用了铜嵌工艺。早期如敦所示，纹饰以阴线刻出后嵌入铜丝；后期如双壶所见，则先雕刻纹样再填入铜片，类似黑金镶嵌工艺。左侧后方的不对称壶(B60B30+)是公元前6世纪晚期问世的少数新器型之一。其纹饰处理与相邻的高体标准壶(B60B1079，现存同类器中最大者)如出一辙，推测二者应出自同一作坊。自口沿至圈足，器物通体饰有细密同心环带，其间布满流畅如书法的动物纹与几何纹。这种繁密构图严格遵循侧面展示法则与对称规律——至少高壶如此。纵横轴线还以H形为主的几何纹标出。回首龙纹等部分母题承袭青铜纹饰主流传统，而弓身猫科动物纹等创新元素则不会早于公元前6世纪后半叶。两器把手及高壶盖顶带刺圆环上的浑圆兽面与阴刻细节，皆是对当时流行审美的妥协。,亚洲艺术博物馆,中国,,金属艺术,,,550.0,480.0,,,
1822,炉子,,,艾弗里·布伦戴奇收藏,高7英寸 x 宽12 1/2英寸 x 深12 3/4英寸，高17.8厘米 x 宽31.8厘米 x 深32.4厘米,images/asian_chinese2318.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/20254/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,,,,,
1823,带钩，龙衔鱼,,公元前400年至公元前200年,艾弗里·布伦戴奇收藏,高5英寸 x 宽7/8英寸,images/asian_chinese2319.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22124/preview,青铜镶嵌银饰,,亚洲艺术博物馆,中国,,金属艺术,,,400.0,200.0,,,
1824,带钩,,汉朝（公元前206年—公元220年）,艾弗里·布伦戴奇收藏,H. 6 1/4 英寸 x W. 3/8 英寸,images/asian_chinese2320.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22158/preview,青铜，镀金,,亚洲艺术博物馆,中国,,金属艺术,,,-206.0,-206.0,,,汉朝
1827,开放式工作鸟笼,,,艾弗里·布伦戴奇藏品,高5又7/8英寸 × 宽5又7/8英寸,images/asian_chinese2323.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22183/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,,,,,
1825,带钩,,汉朝（公元前206年—公元220年）,艾弗里·布伦戴奇收藏,H. 6 1/8 英寸 x W. 5/8 英寸,images/asian_chinese2321.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22161/preview,青铜配金饰,,亚洲艺术博物馆,中国,,金属艺术,,,-206.0,-206.0,,,汉朝
1828,带钩,,西汉时期（公元前206年—公元9年），公元前300年—前100年,艾弗里·布伦戴奇藏品,长8 1/2英寸×宽1 1/8英寸，长21.6厘米,images/asian_chinese2324.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22652/preview,青铜镶嵌绿松石与黄金,,亚洲艺术博物馆,中国,,金属艺术,,,-206.0,-206.0,300.0,100.0,
1826,两件式迷你蒸笼,,东汉（25年－220年）或三国时期（221年－265年），约25年－419年,艾弗里·布伦戴奇收藏,高4.5英寸 x 宽4英寸,images/asian_chinese2322.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/22168/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,25.0,220.0,221.0,419.0,三国
1829,硬币,,汉朝（公元前206年—公元220年）或新朝（9年—23年）,艾弗里·布伦戴奇收藏,高2又15/16英寸×宽15/16英寸×深1/8英寸，高5.8厘米×宽2.4厘米×深0.3厘米,images/asian_chinese2325.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/27205/preview,青铜,,亚洲艺术博物馆,中国,,硬币,,,-206.0,-206.0,9.0,23.0,汉朝
1830,凤凰形状的别针或夹子,,唐朝（618年－907年）,艾弗里·布伦戴奇藏品,高2.5厘米×宽3.1厘米×长6.3厘米,images/asian_chinese2326.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/27207/preview,青铜,,亚洲艺术博物馆,中国,,金属艺术,,,618.0,907.0,,,唐朝
1832,匕首,,商朝（约公元前1600年—前1050年）,亚历克西斯·彭科维奇先生赠,宽1又1/2英寸×长7又1/2英寸，宽3.7厘米×长19厘米,images/asian_chinese2328.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/28956/preview,青铜,,亚洲艺术博物馆,中国,,武器与军备,,,-1600.0,-1050.0,,,商朝
1831,佛,,明朝（1368-1644年），约1400-1500年,詹姆斯·H·梅奥尔先生赠,高6又3/16英寸 × 宽4英寸 × 深4又1/8英寸,images/asian_chinese2327.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/27986/preview,镀金青铜,,亚洲艺术博物馆,中国,,雕塑,,,1368.0,1644.0,1400.0,1500.0,明朝
1833,菩萨头像,,明朝（1368-1644）或清朝（1644-1911），1519-1805,艾弗里·布伦戴奇藏品,高13.5英寸×宽7.5英寸×深6.75英寸，高34.3厘米×宽19.0厘米×深17.1厘米,images/asian_chinese2329.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/19040/preview,干漆,,亚洲艺术博物馆,中国,,雕塑,,,1368.0,1644.0,1519.0,1911.0,明朝；清朝
1834,菩萨碎片,,500-600,艾弗里·布伦戴奇藏品,高11又1/2英寸×宽7又3/4英寸，高29.2厘米×宽19.7厘米,images/asian_chinese2330.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/19130/preview,石头,,亚洲艺术博物馆,中国,,雕塑,,,500.0,600.0,,,
1836,水壶,,唐朝（618年－907年）,艾弗里·布伦戴奇收藏,高8英寸 x 宽7英寸,images/asian_chinese2332.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/16484/preview,高温烧制陶瓷配以乳白色釉面,,亚洲艺术博物馆,中国,,陶瓷,,,618.0,907.0,,,唐朝
1839,坐佛,,明朝（1368-1644年），约1500-1644年,艾弗里·布伦戴奇收藏,高22英寸 x 宽10英寸,images/asian_chinese2335.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/19308/preview,高温烧制三彩釉陶瓷,,亚洲艺术博物馆,中国,,雕塑,,,1368.0,1644.0,1500.0,1644.0,明朝
1838,皇帝之首,,明朝（1368年—1644年），约1600年—1644年,艾弗里·布伦戴奇收藏,高18 1/2英寸×直径9英寸，高47厘米×直径22.9厘米,images/asian_chinese2334.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/19234/preview,带有颜料痕迹的青铜,,亚洲艺术博物馆,中国,,雕塑,,,1368.0,1644.0,1600.0,1644.0,明朝
1835,花盆饰以鹰与花卉,,清朝（1644-1911年），乾隆皇帝在位时期（1736-1795年）,艾弗里·布伦戴奇收藏,高20英寸×直径21 1/4英寸，高50.8厘米×直径54.0厘米,images/asian_chinese2331.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/16393/preview,釉下青花釉上彩瓷器,雄鹰 鹰与隼一样，是凶猛的猎手，象征勇敢。鹰的发音与“英雄”的“英”相同。鹰通常单独出现。它单足立于岩石上，象征英雄独自长期奋斗的独立精神。鹰立于象征长寿的松树上，表达了对长期掌权或保持权势的愿望。带有这种图案的物品也适合赠予年长的男性，祝愿他拥有雄鹰的力量和松树般的长寿。带有鹰和熊图案的物品构成“英雄”的谜画，适合赠予军人。 隐藏含义：花开富贵；英雄独立。 这只花盆上的雄鹰被四季盛开的花朵环绕，象征富贵临门。,亚洲艺术博物馆,中国,,陶瓷,,,1644.0,1911.0,1736.0,1795.0,清朝
