Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Bowl moulded in flower shape and intricately painted with polychrome enamels,,China,,,,Gift of Mrs. Gardner Palmer,,,Vessel,,,,,All_images1.0\image3595.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2789_1-000001
Dish,,"Longquan kilns, Longquan, Zhejiang province, China",13th century,Stoneware with celadon glaze,H x Diam (overall): 6.2 x 20.8 cm (2 7/16 x 8 3/16 in),Gift of Orville Emory,,,Vessel,,,,,All_images1.0\image3596.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7411_42
Bead Ornament,,"North Gate of Changsha Tomb, China",,Crystal,W (overall): 2.2 cm (7/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Jewelry and Ornament,,,,,All_images1.0\image3597.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8519_20
"Raised ornamental fragment, partial monster mask",,"North Gate of Changsha Tomb, China",,,H x W (overall): 2.2 x 1.4 cm (7/8 x 9/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Jewelry and Ornament,,,,,All_images1.0\image3598.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-591_1
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3599.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-572_1
Tube (cong),,China,,Jade (serpentine),H x W x D (overall): 34 x 12.5 x 12.3 cm (13 3/8 x 4 15/16 x 4 13/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3600.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7831_40
Thirteen Eye Beads,,"North Gate of Changsha Tomb, China",,Glass,Diam (max.): 1 cm (3/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Jewelry and Ornament,,,,,All_images1.0\image3601.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8519_06
"Ball, gaming piece(?)",,"North Gate of Changsha Tomb, China",,,Diam (overall): 2.7 cm (1 1/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Toy and Entertainment,,,,,All_images1.0\image3602.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4129
Top of broken ceremonial vessel of type ku,,China,ca. 1050-221 BCE,Bronze,,Gift of S. Kriger,,,Vessel,,,,,All_images1.0\image3603.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-5_1-000001
"Plaque from a book, The Canon of Yao",,China,18th-early 19th century,"Jade, gold pigment",H x W x D: 0.3 x 9 x 9 cm (1/8 x 3 9/16 x 3 9/16 in),"Transfer from the National Museum of Natural History, Department of Minerology, Smithsonian Institution",,,Book,,,,,All_images1.0\image3604.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6893_05
"Plaque from a book, The Canon of Yao",,China,18th-early 19th century,"Jade, gold pigment",H x W x D: 0.3 x 9 x 9 cm (1/8 x 3 9/16 x 3 9/16 in),"Transfer from the National Museum of Natural History, Department of Minerology, Smithsonian Institution",,,Book,,,,,All_images1.0\image3605.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6894_06
Plaque in the form of a bird,,China,,Jade,H x W x D (overall): 11 x 2.9 x 0.3 cm (4 5/16 x 1 1/8 x 1/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3606.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7644_23
Garment hook,,China,5th-3rd century BCE,Silver,H x W x D (overall): 7.7 x 5.5 x 2 cm (3 1/16 x 2 3/16 x 13/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3607.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7863_09
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3608.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-597_1
Axehead (fu) with serrated tang and cicada,,China,,Jade,H x W x D (overall): 13.2 x 2.9 x 0.4 cm (5 3/16 x 1 1/8 x 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3609.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6148_09
Pendant in the form of a seated bear,,China,,Turquoise,H x W x D (overall): 2.9 x 1.8 x 2.2 cm (1 1/8 x 11/16 x 7/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3610.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-3645_Singer0133
Pair of wine cups (yushang),,China,2nd-1st century BCE,Bronze,H x W x D (.1): 3.5 x 11.2 x 11.1 cm (1 3/8 x 4 7/16 x 4 3/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Vessel,,,,,All_images1.0\image3611.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7846_09
Fragment,,China,,Pottery,H x W (overall): 6.4 x 8 cm (2 1/2 x 3 1/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image3612.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4227_1
Group of Beads,,"North Gate of Changsha Tomb, China",,Glass,Diam (max.): 0.3 cm (1/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Jewelry and Ornament,,,,,All_images1.0\image3613.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8520_03
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3614.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-601_1
fragments,,"North Gate of Changsha Tomb, China",,Stone,H x W (overall): 3.6 x 3 cm (1 7/16 x 1 3/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images1.0\image3615.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-S-79a-b_1
Vessel (fragment),,"Anyang, Henan province, China",ca. 1300-1200 BCE,Unglazed white pottery,H x W x D: 6 x 8 x 3.5 cm (2 3/8 x 3 1/8 x 1 3/8 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image3616.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-210_1
Winter landscape,Gong Xian (ca. 1610-1689),China,mid- to late 17th century,Album leaf; ink on paper,H x W (image): 20.4 x 33.8 cm (8 1/16 x 13 5/16 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images1.0\image3617.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7360_42
Calligraphy in large seal script and standard script,Zhang Guangyuan 張光遠,China,1976,Ink on paper,,Gift of Thomas Lawton,,,Calligraphy,,,,,All_images1.0\image3618.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5806_09
"Balls, gaming pieces(?)",,"North Gate of Changsha Tomb, China",,,Diam (overall): 3 cm (1 3/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Toy and Entertainment,,,,,All_images1.0\image3619.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4128
"Bead in the form of an animal, one of a pair",,China,25-220,Amber,H x W x D: 1.5 x 1.6 x 2.1 cm (9/16 x 5/8 x 13/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.263.2",,,Jewelry and Ornament,,,,,All_images1.0\image3620.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.263.2_002
Lotus Bowl,,China,1700-1800,Jade,H x Diam (overall): 3.9 x 7.2 cm (1 9/16 x 2 13/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.583",,,Vessel,,,,,All_images1.0\image3621.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.583.1_001
Decorated fragment in 2 parts with gilding,,"North Gate of Changsha Tomb, China",,,H x W (overall): 2.2 x 2.2 cm (7/8 x 7/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images1.0\image3622.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-590a-b_1
Miniature disk (bi),,"North Gate of Changsha Tomb, China",,Glass,Diam (overall): 4 cm (1 9/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Ceremonial Object,,,,,All_images1.0\image3623.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8519_17
Jian ware conical tea bowl,,"Fujian province, China",12th-13th century,Stoneware with underfired iron glaze; metal rim,H x W: 5.5 x 12.4 cm (2 3/16 x 4 7/8 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image3624.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5782_07
See the Sunlight,Huang Miaozi (born 1913),China,1983,Hanging scroll; ink on paper,H x W: 180.3 x 53.2 cm (71 x 20 15/16 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image3625.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5596_10
"Axehead (fu), reworked",,China,ca. 1300-1050 BCE,Jade,H x W x D (overall): 8.2 x 5.8 x 0.2 cm (3 1/4 x 2 5/16 x 1/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3626.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7645_54
Vase,,China,19th century,Stoneware with overfired Jun-style glaze,H x W: 18.8 x 8.3 cm (7 3/8 x 3 1/4 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image3627.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7347_36
Arc-shaped pendant,,China,5th-4th century BCE,Jade (nephrite),H x W x D: 3.1 x 5.2 x 0.8 cm (1 1/4 x 2 1/16 x 5/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3628.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5982_07
Animal finial ornament(?),,"North Gate of Changsha Tomb, China",,,H x W (overall): 5.3 x 3.7 cm (2 1/16 x 1 7/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Jewelry and Ornament,,,,,All_images1.0\image3629.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-589_1
Miniature monster mask with pendant ring,,"North Gate of Changsha Tomb, China",,,H x W (overall): 4.5 x 2.9 cm (1 3/4 x 1 1/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Mask,,,,,All_images1.0\image3630.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-593_1
Fragment of wall of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3631.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-564_1
Dish,,China,700-750,Earthenware with white slip under lead-silicate glazes,H x W: 6 x 29 cm (2 3/8 x 11 7/16 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image3632.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7735_06
Pendant in the form of a bird,,China,,Jade,H x W x D (overall): 5.3 x 6.5 x 1.3 cm (2 1/16 x 2 9/16 x 1/2 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3633.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7648_16
Pendant in the form of a bird,,China,20th century,Jade (nephrite),H x W x D: 2 x 4.6 x 0.4 cm (13/16 x 1 13/16 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image3634.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.629_001
Plaque with taotie,,China,ca. 1300-1050 BCE,Jade,H x W x D (overall): 2 x 1.7 x 0.5 cm (13/16 x 11/16 x 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3635.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7646_28
Moulded Round Ink Disk with design of Dragon and Phoenix,Attributed to Cheng Junfang (17th century),China,17th century or later,"Soot, animal glue, gold, silver, and red pigments",H x Diam: 2 x 12.6 cm (13/16 x 4 15/16 in),Anonymous gift,,,Tool and Equipment,,,,,All_images1.0\image3636.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7402_39
"Fragments of Mirror. Black, ""Huai style""",,"North Gate of Changsha Tomb, China",,,H (overall): 12.1 cm (4 3/4 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Mirror,,,,,All_images1.0\image3637.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8513_29
Ribbed tubular bead with flaring end,,China,ca. 1300-1050 BCE,Jade,H x Diam (overall): 5.2 x 2.2 cm (2 1/16 x 7/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3638.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7861_18
"Harvesting knife (hu), fragment",,China,,Jade (serpentine),H x W x D (overall): 32.2 x 12.3 x 0.7 cm (12 11/16 x 4 13/16 x 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3639.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7647_07
Plaque with taotie,,China,ca. 1300-1050 BCE,Jade,H x W x D (overall): 3.1 x 3.3 x 0.7 cm (1 1/4 x 1 5/16 x 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3640.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7646_22
Fragment of base of bowl or dish,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3641.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-560_1
Bead,,China,ca. 2000-1050 BCE,Jade,H x W x D (overall): 1.5 x 2.2 x 2 cm (9/16 x 7/8 x 13/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3642.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7855_58
Chopsticks,,"North Gate of Changsha Tomb, China",,,W (overall): 20.8 cm (8 3/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Tool and Equipment,,,,,All_images1.0\image3643.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-565a-c
Base of a ku,,China,ca. 1600 - ca. 1050 BCE,Cast bronze,,Gift of S. Kriger,,,Vessel,,,,,All_images1.0\image3644.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-1_2-000001
"Fragment, lead glazed; yellow glaze",,China,,Pottery,H x W (overall): 3.2 x 2.3 cm (1 1/4 x 7/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images1.0\image3645.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4230_1
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3646.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-586_1
Inkstick (used),,China,19th century,Soot and glue with gold pigment and lacquer,H x W: 7.1 x 1.9 cm (2 13/16 x 3/4 in),Gift of Marguerite Church,,,Tool and Equipment,,,,,All_images1.0\image3647.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7777_23
Faceted tube,,China,ca. 1600-1050 BCE,Jade?,H x W x D (overall): 1.8 x 2.9 x 2.8 cm (11/16 x 1 1/8 x 1 1/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3648.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7838_05
Straight chisel (gui圭),,China,,Jade,H x W x D (overall): 39 x 5.2 x 3 cm (15 3/8 x 2 1/16 x 1 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3649.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7832_22
Box with Gourd Cages for Crickets,,China,ca. 1900,Wood and cotton,H x W: 21.9 x 35.9 cm (8 5/8 x 14 1/8 in),Purchase — Charles Lang Freer Endowment,,,Toy and Entertainment,,,,,All_images1.0\image3650.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8537_31
Lid of a teapot,,China?,,,,Gift of Mr. Marion McDowell,,,Vessel,,,,,All_images1.0\image3651.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4276
Arrowhead with elongated triangular tip,,"Changsha, Hunan province, China",,,W (overall): 12.7 cm (5 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Weapon and Armament,,,,,All_images1.0\image3652.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-570
Dagger-axe (ge) with mask,,"Henan province, China",ca. 1050-771 BCE,Bronze,H x W: 21.9 x 9.9 cm (8 5/8 x 3 7/8 in),Purchase — Charles Lang Freer Endowment,,,Weapon and Armament,,,,,All_images1.0\image3653.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8241_06
Tomb figure of a standing woman,,China,Early eighth century,Glazed clay,H x W x D: 35.3 x 15.6 x 12 cm (13 7/8 x 6 1/8 x 4 3/4 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3654.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6921_07
Pendant in the form of a bird,,China,,Jade,H x W x D (overall): 3 x 7.2 x 0.2 cm (1 3/16 x 2 13/16 x 1/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3655.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7643_28
Axe (yue 鉞),,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (serpentine),H x W x D: 5.9 x 5.1 x 0.6 cm (2 5/16 x 2 x 1/4 in),Gift of Arthur M. Sackler,,,Ceremonial Object,,,,,All_images1.0\image3656.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.691_001-000001
Tube (cong),,China,,Jade?,H x W x D (overall): 2.8 x 3.9 x 3.9 cm (1 1/8 x 1 9/16 x 1 9/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3657.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7642_36
Finial in the form of a kneeling figure,,China,,Jade,H x W x D (overall): 2 x 7.5 x 0.3 cm (13/16 x 2 15/16 x 1/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3658.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7640_13
Fragment of cover,,China,1573-1620,Porcelai with cobalt pigment under clear glaze,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image3659.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-939_1
Plaque with taotie,,China,1300-1050 BCE,Jade,H x W x D (overall): 2.8 x 2.7 x 0.5 cm (1 1/8 x 1 1/16 x 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3660.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7646_24
Miniature jar with four loop handles,,"Hebei or Henan province, China",7th-8th century,Porcelaneous stoneware with transparent ivory-toned glaze,H x Diam: 6 × 5.4 cm (2 3/8 × 2 1/8 in),Gift of Dr. and Mrs. George J. Fan,,,Vessel,,,,,All_images1.0\image3661.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6548_06
"Mouth rim or lip, vessel fragment",,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan glaze,H x W x D: 3.8 x 4.5 x 4.5 cm (1 1/2 x 1 3/4 x 1 3/4 in),Gift of C.F. Yau,,,Vessel,,,,,All_images1.0\image3662.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1095_1
Bowl,,"possibly Linru kilns, Henan province, China",12th-mid 13th century,Stoneware with Green Jun glaze,H x Diam: 10.6 x 20.7 cm (4 3/16 x 8 1/8 in),Gift of Diane H. Schafer in honor of Jan Stuart and her service as Curator of Chinese Art at the National Museum of Asian Art,,,Vessel,,,,,All_images1.0\image3663.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7280_38
Pendant in the form of a bird,,China,,Glass,H x W (overall): 11.7 x 5.5 cm (4 5/8 x 2 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3664.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-rls_2538
Bead in the form of a bird,,China,,Jade,H x W x D (overall): 5 x 2.9 x 1.2 cm (1 15/16 x 1 1/8 x 1/2 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3665.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7644_12
"Fragment of side, foot and base of dish or bowl",,China,mid 17th-early 18th century,Porcelain with cobalt pigment under clear glaze,H x W: 5 × 3.5 cm (1 15/16 × 1 3/8 in),Gift of Dr. H. A. van Oort,,,Vessel,,,,,All_images1.0\image3666.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2711_1
Standing figure of a woman attendant,,China,206 BCE-9 CE,Unglazed earthenware with traces of gesso and pigments,H x W: 66 x 25.3 cm (26 x 9 15/16 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3667.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-2911_16h
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3668.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-604_1
Three White Pi. (fragments),,"North Gate of Changsha Tomb, China",,Glass,W (overall): 11.1 cm (4 3/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Ceremonial Object,,,,,All_images1.0\image3669.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8519_19
