Img_path,Credit Line,Portfolio,Materials,Artist,Markings,Publisher,On View,Department,School,Date,Inscribed,Classifications,Signed,(not entered),Dynasty,More Information,Img_url,Dimensions,Composer,Printer,Object number,Place of Origin,Period,Culture,Provenance Statement,Title
images/asian_chinese320.jpg,The Avery Brundage Collection,,Rhinoceros horn with archaic bronze and jade decoration,,,,Not on view,Chinese Art,,approx. 1600-1700,,Decorative Arts,,,Ming dynasty (1368-1644) or Qing dynasty (1644-1911),"明末清初犀瘮椫 仿古禮器八方暫曒紋圖椧翍杯 This cup is in the shape of an ancient ritual. The shallow-relief designs that ornament the exterior of the cup were also adopted from motifs found on ancient bronze vessels and jades. The main design on each side is a large beast mask known as a taotie. Rhinoceros horn (which is actually a dense accretion of hair) is well-suited for carving. The decoration on horn cups often shares themes with other functional arts, such as lacquer carving and ceramics. Very few rhinoceros horn cups were created during most of the 1400s and the first decades of the 1500s; this can be attributed to the rarity of the animal in China, along with restrictions on imports from other countries. These import restrictions were lifted in 1565, which corresponded with a period of economic prosperity throughout much of China. Demand for luxury items like cups made from rhino horn was high at this time. As a result, the period from 1565 through the early 1700s is considered the classical period for carved rhino horn cups. But demand for horn exceeded the supply, and the rhinoceros was driven to the point of extinction throughout much of East and Southeast Asia. The Rhinoceros in Chinese Culture Rhinoceros horn was thought by the Chinese to help cure certain diseases, neutralize poisons, and increase male virility. The horn was both ground for medicine and carved into elaborate vessels for wealthy patrons. Such vessels might be artworks in themselves, and finest were - and are - eagerly sought by collectors. Archaeological evidence indicates that in ancient times rhinoceros were also harvested for their thick skins, which were used as armor. Overhunting and destruction of habitat caused the rhinoceros to become nearly extinct in China by the beginning of the Ming dynasty (1368-1644). Unfortunately, demand for animal products with purported medicinal qualities remains strong today, and this demand - exacerbated by the country's recent economic boom - is still a major factor in the extinction or near extinction of a number of animal species. It has also led to a strong market for antique rhino horn cups. In the past decade the high price paid at auction for rhino horn has increased by a factor of more than twenty. This is reflected in the high monetary values recently given to rhino horn cups on the television program Antiques Roadshow. The famous ritual vessel in the shape of a rhinoceros on display in gallery 14 on the museum's third floor is one of the earliest and most realistic depictions of the rhinoceros to be found anywhere in the world. In ancient times two species of rhino frequented the woods and grasslands of China; one was small and had a single horn. The second was much larger, and had two horns. The bronze rhino vessel depicts the second type. It shows that the cultural importance of the rhinoceros for the Chinese began in ancient times. Today many people in China and throughout the world are working to protect this magnificent endangered animal. For more information on the rhinoceros and its plight visit www.worldwildlife.org and search for ""rhino.""",https://searchcollection.asianart.org/internal/media/dispatcher/22437/preview,H. 2 1/2 in x W. 4 1/8 in,,,B65M24,China,,,,Octagonal cup in a shape of ancient bronze vessel
images/asian_chinese321.jpg,Gift of the Walter H. and Phyllis J. Shorenstein Foundation,,Ink on paper,,,,Not on view,Chinese Art,,1231-1322,,Books And Manuscripts,,,Song dynasty (960-1279) or Yuan dynasty (1271-1368),"This manuscript contains one chapter from a Buddhist sutra (scripture) included in the Jisha edition of the Chinese Buddhist Canon. The Dharani (Magical Charm) Sutra of Great Splendor (Mahatejas Dharani Sutra) was translated from Sanskrit into Chinese during the sixth century. The earliest complete printed edition of the Chinese Buddhist Canon was produced by imperial decree in the late tenth century. In the following centuries, other printed editions were undertaken by various Buddhist establishments including the Yenshengyuan monastery. Printing of the Jisha edition, named for the island on which the monastery was located, began in 1231 but was halted by a fire in 1258. By the time printing resumed in 1299, the ruling Song dynasty had been replaced by the Yuan dynasty, which proclaimed Tibetan Buddhism the official state religion. This frontispiece reveals Tibetan and Nepalese influences in the figural styles of the Buddha, his audience, and the bodhisattva seated on a lotus throne at the left. The image is unusual in its incorporation of landscape elements into the background. The complete Jisha edition consisted of 6,362 printed volumes containing 1,532 texts and would have required the carving of more than 150,000 woodblocks. The entire edition had been considered lost until some volumes were discovered in 1931 in Xian, Shaanxi province. About 80 percent of the original edition now survives in two monastic libraries in Xian and in collections worldwide.",https://searchcollection.asianart.org/internal/media/dispatcher/69955/preview,Image: H. 11 15/16 in × W. 270 11/16 in (30.3 cm × 687.5 cm) Overall: H. 11 15/16 in × W. 275 1/8 in (30.3 cm × 698.8 cm),,,1991.208,"Suzhou, Jiangsu province, China",,,,A Manuscript containing Chapter 2 of the Dharani Sutra of Great Splendor (Daweide tuoluoni jing)
images/asian_chinese322.jpg,The Avery Brundage Collection,,Nephrite,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/27348/preview,"H. 2 3/4 in x W. 1 5/8 in x Diam. 7/8 in, H. 7 cm x W. 4.1 cm x Diam. 2.2 cm",,,B72M3.a-.b,China,,,,Snuff bottle in the shape of a melon
images/asian_chinese323.jpg,The Avery Brundage Collection,,Nephrite,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/27350/preview,H. 6.7 cm without stopper,,,B72M5.a-.b,China,,,,Snuff bottle
images/asian_chinese324.jpg,The Avery Brundage Collection,,Agate,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/67163/preview,"H. 2 3/4 in W. 2 5/8 in x Diam. 1/2 in, H. 7.1 cm x W. 6.7 cm x Diam. 1.3 cm",,,B72M6,China,,,,Snuff bottle with carved masks and ring handles
images/asian_chinese325.jpg,The Avery Brundage Collection,,Glass,,,,On view,Chinese Art,,1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/27368/preview,H. 8.4 cm,,,B72M21.a-.b,China,,,,Snuff bottle decorated with katydid and grapes
images/asian_chinese326.jpg,The Avery Brundage Collection,,Glass,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/27369/preview,H. 8.8 cm,,,B72M22.a-.b,China,,,,Snuff bottle with dragons
images/asian_chinese327.jpg,The Avery Brundage Collection,,Glass,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/27370/preview,"H. 3 1/8 in W. 1 5/8 in x D. 2.5 in,  H. 8 cm x W. 4.1 cm x D. 2.5 cm",,,B72M23.a-.b,China,,,,Snuff bottle with young dragons
images/asian_chinese328.jpg,The Avery Brundage Collection,,Jadeite,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/27371/preview,"H. 3 in x W. 2 1/2 in x Diam. 1/2 in,  H. 7.9 cm, H. 7.9 cm x W. 6.4 cm x Diam. 1.3 cm",,,B72M24,China,,,,Snuff bottle wrapped by a piece of brocade
images/asian_chinese329.jpg,The Avery Brundage Collection,,Amber,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/27376/preview,H. 6.5 cm,,,B72M28,China,,,,"Snuff bottle, lions playing with a ball"
images/asian_chinese330.jpg,The Avery Brundage Collection,,Coconut shell,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/27704/preview,H. 6.8 cmx W. 4.5 cm x D. 1.4 cm,,,B76M16.a-.b,China,,,,Snuff bottle
images/asian_chinese331.jpg,"Transfer from the Fine Arts Museums of San Francisco, Gift of Mrs. Morton Mitchell",,Glass,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/28201/preview,"H. 2 1/4 in x W. 1 7/8 in, H. 5.6 cm x W. 4.7 cm",,,B81M5,China,,,,"Snuff bottle with design of a cat, butterfly and peony"
images/asian_chinese332.jpg,"Transfer from the Fine Arts Museums of San Francisco, Bequest of Isabella M. Cowell",,Ivory with paint,,,,Not on view,Chinese Art,,approx. 1800-1850,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/28211/preview,"H. 3 3/8 in x W. 1 7/8 in, H. 8.5 cm x W. 4.6 cm",,,B81M10.a-.b,China,,,,Snuff bottle with figures in a landscape
images/asian_chinese333.jpg,Bequest of Isabella M. Cowell,,Coral,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/28212/preview,"H. 2 5/8 in x W. 1 7/8 in x D. 3/4 in, H. 6.7 cm x W. 4.6 cm x D. 2 cm",,,B81M11.a-.b,China,,,,"Snuff bottle with Avalokiteshvara (Guanyin), dragon, and phoenix"
images/asian_chinese334.jpg,Bequest of Hannah B. Carmick,,Glass,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/28904/preview,"H. 3 in x W. 2 1/4 in x D. 1 1/4 in, H. 7.4 cm x W. 5.5 cm x D. 3.1 cm",,,B85M11.a-.b,China,,,,Snuff bottle decorated with chrysanthemum and begonia
images/asian_chinese335.jpg,Gift of the Jack Anderson Collection,,Ink and colors on paper,"Cheng Shifa (Chinese, 1921 - 2007)",Cheng Shifa (seal),,Not on view,Chinese Art,,1981,Painted at the apartment in Shanghai two days before the Dragon Boat Festival [the fifth day of the fifth month],Painting,,,,"Here a few bamboo stalks sway in the foreground of a mysterious performance, set on rocks by a waterfall. Gazing at the distant sky, a young girl sings with her mouth slightly open. Seated close by, an old man is playing a ruan, a Chinese lute. Their immediate backdrop features a full moon against a light blue sky, bathing the scene in a warm yellow glow, as if lighting the way for a flock of flying geese. This suggests the arrival of autumn when birds start to migrate south for the cold season. Born in Shanghai, Cheng Shifa was a productive illustrator, designer, and painter. He began his career by drawing comic strips and book illustrations, and later developed an eclectic style that combined traditional brushworks with Western drawing techniques. Known for his figure and animal paintings, Chang also promoted a dramatic, decorative style practiced by a school of painters native to Shanghai. His poetically atmospheric depictions of imaginative settings linked the style of his school with Chinese national paintings inspired by traditional tales and historical stories.",https://searchcollection.asianart.org/internal/media/dispatcher/2435/preview,"H. 53 1/2 in x W. 26 3/8 in, H. 135.9 cm x W. 67 cm (image); H. 95 in x W. 32 1/8 in, H. 241.3 cm x W. 81.6 cm (overall)",,,1994.104,,,,,Playing Lute in a Moonlit Bamboo Grove
images/asian_chinese337.jpg,Gift of Joseph and Nancy Wang in memory of Dr. and Mrs. Hsin-Chung Wang,,Ink and colors on gold-surfaced paper,"Zhou Zhimian (Chinese, b. 1521)","Zhou Zhimian-yin, Fuqing; Zhou Zhimian from Wu prefecture",,Not on view,Chinese Art,,,吳郡周之冕。,Painting,Seal: “之冕” (朱文方印); “周氏服卿” (白文方印)。,,Ming dynasty (1368 - 1644),"Zhou Zhimian周之冕 During the late Ming dynasty, fans decorated with paintings of flowers and birds were popular with the gentry in Suzhou, Nanjing, and other wealthy Chinese cities. It was the fashion to carry these fans inside the voluminous sleeves of traditional Chinese robes, opening the fans at certain moments in order to imply the wealth and sophistication of the owner. The combination of rose mallow and kingfisher was an appropriate theme for such paintings since they were symbolic of nobility and prosperity. This fan was signed by Zhou Zhimian from Wu prefecture (Wu is the ancient name for the area modern Suzhou and its surroundings now comprise). Zhou is known for his vivid and brightly colored depictions of bird and flowers. He is particularly noted as a painter of birds and is reputed to have kept many varieties of birds in cages at his home so that he could observe and better understand them. Records of the period state that his paintings of birds ""captured their likeness and were remarkable in spirit.""",https://searchcollection.asianart.org/internal/media/dispatcher/3279/preview,"H. 12 in x W. 24 1/8 in, H. 30.48 cm x W. 61.28 cm",,,1998.33.b,,,,,Hibiscus and Kingfisher
images/asian_chinese338.jpg,Gift of the artist's children,,Ink and colors on mulberry paper,"Fang Zhaoling (Chinese, 1914 - 2006)",,,Not on view,Chinese Art,,1975,Inscribed: I painted this thinking of Master Zhang's (Zhang Daqian) California camellias.  Time passes swiftly.  The last time I saw Master Zhang was three years ago.  1975 Fang Zhaoling of Liangqi at the capital of England.,Painting,,,,"Inscribed: I painted this thinking of Master Zhang's California camellias. Time passes swiftly. The last time I saw Master Zhang was three years ago. 1975, Fang Zhaoling of Liangqi in the capital of England. During the early 1970s Fang Zhaoling spent time in Carmel, California, studying with the Chinese painter Zhang Daqian (1899–1983). By 1975 Fang had returned to London, where, remembering the plants Zhang had at his California home, also painted this image in a style influenced by that of her teacher",https://searchcollection.asianart.org/internal/media/dispatcher/4821/preview,"H. 35 in x W. 19 in, H. 88.9 cm x W. 48.3 cm (iamge); H. 80 1/2 in x W. 27 in, H. 204.5 cm x W. 68.6 cm (overall)",,,2005.16,,,,,Camelias
images/asian_chinese339.jpg,Gift of the artist's children,,Ink and colors on paper,"Fang Zhaoling (Chinese, 1914 - 2006)",,,Not on view,Chinese Art,,1974,"Inscribed: The guest of longevity at the eastern fence.  By Fang Zhaoling of Liangqi, 1974.",Painting,,,,"Inscribed: The guest of longevity at the Eastern Fence. By Fang Zhaoling of Liangqi, 1974. The influence of Qi Baishi (1864–1957) on Fang Zhaoling is revealed in the bright colors and bold brushwork she employed in this work. As well, Fang made direct reference to an ancient literary and art theme in this painting and the accompanying inscription. In traditional Chinese art, chrysanthemums represent longevity and are associated with the poet Tao Yuanming (356–427 CE). In his poetry Tao mentioned the Eastern Fence as a place where he plucked chrysanthemums.",https://searchcollection.asianart.org/internal/media/dispatcher/4823/preview,"H. 27 1/2 in x W. 17 in, H. 69.8 cm x W. 43.2 cm (image); H. 72 1/2 in x W. 27 1/2 in, H. 184.1 cm x W. 69.8 cm (overall)",,,2005.17,,,,,Longevity Chrysanthemums
images/asian_chinese340.jpg,Gift of the artist's children,,Ink and colors on paper,"Fang Zhaoling (Chinese, 1914 - 2006)",,,Not on view,Chinese Art,,1985,Inscribed:  By Fang Zhaoling.,Painting,,,,"Inscribed: By Fang Zhaoling While depictions of cats are rare in Chinese painting, they are a subject Fang Zhaoling visited with some frequency. This can be seen as further evidence of her independent spirit. She portrayed the body of this cat with a minimal number of dark, wet brushstrokes and captured the animal's spirit in its somewhat comical face and its bright green eyes.",https://searchcollection.asianart.org/internal/media/dispatcher/4848/preview,"H. 27 1/2 in x W. 18 in, H. 69.8 cm x W. 45.7 cm (image); H. 72 in x W. 27 1/2 in, H. 182.9 cm x W. 69.8 cm (overall)",,,2005.34,,,,,Cat
images/asian_chinese341.jpg,Gift of the artist's children,,Ink and colors on paper,"Fang Zhaoling (Chinese, 1914 - 2006)",,,Not on view,Chinese Art,,1995,"Inscribed: Learning from Badashan ren and master Qi Baishi,   I practiced brushwork for days, now I try to put colors on the painting.  March 21, 1995 at Nanshan Studio.  Fang Zhaoling.",Painting,,,,"Inscribed: Learning from Badashan ren and master Qi Baishi, I practiced brushwork for days. Now I try to put colors on the painting. March 21, 1995, at Nanshan Studio, Fang Zhaoling. Two important artists are mentioned in the inscription on this painting. A talented and eccentric painter, Badashan ren (""Eight Great Mountains man""), also known as Zhu Da (1620–1725), was a member of the imperial family of the Ming dynasty (1368–1644). He survived the fall of that dynasty to the Manchu-controlled Qing and spent much of his later life in exile. His painting style, which featured broad, loose and spontaneous brushstrokes in wet ink with great contrasts between light and dark, was very influential on many later artists. Qi Baishi (1864–1957) was one of the great Chinese painting masters of the twentieth century. His influence can be seen in many works by Fang Zhaoling.",https://searchcollection.asianart.org/internal/media/dispatcher/4849/preview,"H. 26 in x W. 19 3/4 in, H. 66.0 cm x W. 49.5 cm (image); H. 82 in x W. 29 in, H. 208.3 cm x W. 73.7 cm (overall)",,,2005.35,,,,,Man Painting at Desk
images/asian_chinese342.jpg,The Avery Brundage Collection,,High fired ceramic with rock inclusions,"Gu Jingzhou (Chinese, 1915 - 1996)",seal of Chen Mingyuan,,Not on view,Chinese Art,,approx. 1915-1950,,Ceramics,,,Qing dynasty (1644-1911),"This teacup is an example of zisha (""purple clay"") or Yixing ware, which characteristically varies in color from brown to purple, green, buff, and beige. First popular during the Ming dynasty, Yixing ware is considered the best for enhancing the color, fragrance, and taste of tea.",https://searchcollection.asianart.org/internal/media/dispatcher/35793/preview,"H. 2 in x W. 5 3/8 in x D. 3 1/2 in, H. 5.1 cm x L. 13.3 cm x 8.9 cm",,,B60P2056,"Yixing, Jiangsu province, China",,,,Square teapot
images/asian_chinese343.jpg,The Avery Brundage Collection,,Amethyst and glass,,,,On view,Chinese Art,,approx. 1775-1850,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/27366/preview,"H. 2 in x W. 1 in x Diam. 1/2 in, H. 5.1 cm x W. 2.5 cm x Diam. 1.3 cm",,,B72M18,China,,,,Snuff bottle in the shape of an eggplant
images/asian_chinese344.jpg,The Avery Brundage Collection,,Jasper,,,,On view,Chinese Art,,1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/27372/preview,"H. 2 1/16 in x W. 1 5/8 in x Diam. 3/4 in, H. 5.2 cm x H. 4.1 cm x Diam. 2 cm",,,B72M25,China,,,,Snuff bottle with leaves and insects
