Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Axe with masks (taotie),,"Henan province, China",ca. 1100-1050 BCE,Bronze with meteoritic iron blade,H x W x D: 16.8 × 11.1 × 2 cm (6 5/8 × 4 3/8 × 13/16 in),Purchase — Charles Lang Freer Endowment,,,Weapon and Armament,,,,,All_images\image2959.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1934.10_001
Seal carved by Wang Ti for Wang Yachen,Wang Ti (1878-1960),China,20th century,Ivory,H x W x D: 3.6 x 2 x 1.3 cm (1 7/16 x 13/16 x 1/2 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2960.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5921_04
Lotus and egrets,Zhang Shanzi (1882-1940),China,early 20th century,Ink on paper,H x W (image): 129.6 x 39 cm (51 x 15 3/8 in),Anonymous gift in honor of Kent H. and Scott N. Redford,,,Painting,,,,,All_images\image2961.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_51
"Pendant in the form of a dragon with raised irregular curls, fragment",,China,475-221 BCE,Jade (nephrite),H x W x D: 3 x 7 x 0.4 cm (1 3/16 x 2 3/4 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2962.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.851_002
"Pendant with dragon heads and raised irregular curls, one of a pair",,China,475-221 BCE,Jade (nephrite),H x W x D: 2.4 x 6.2 x 0.3 cm (15/16 x 2 7/16 x 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2963.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.711_001
Pendant in the form of a bird,,"Anyang, Probably Henan province, China",ca. 1300-1050 BCE,Jade (nephrite),H x W x D: 3.5 x 3.4 x 0.6 cm (1 3/8 x 1 5/16 x 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2964.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.560_001
"Bone, decorated fragment",,China,ca. 1600 - ca. 1050 BCE,Bone,H x W (overall): 3.3 x 2 cm (1 5/16 x 13/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Natural Material,,,,,All_images\image2965.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-39_1
Figure of Budai,,China,ca. 17th-18th century,Jade,H x W x D: 10.5 x 7.3 x 6.1 cm (4 1/8 x 2 7/8 x 2 3/8 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image2966.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5972_11
"Poem by Shitao, in running script",Wang Yachen (1894-1983),China,1967,Ink on paper,H x W: 117 x 30.3 cm (46 1/16 x 11 15/16 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Calligraphy,,,,,All_images\image2967.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5804_09
Solitary Hermitage,Huang Binhong (1865-1955),China,1930-1935,Ink on paper,H x W (image): 55.7 x 37.1 cm (21 15/16 x 14 5/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image2968.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7332_31
Disk (bi 璧),,Northwest China,ca. 2500 BCE,Jade (nephrite),Diam x D: 13.1 × 0.6 cm (5 3/16 × 1/4 in),Gift of Arthur M. Sackler,,,Ceremonial Object,,,,,All_images\image2969.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.743_001
Sword scabbard chape with geometric decoration,,China,475 BCE-9 CE,Jade (nephrite),H x W x D: 3.4 x 5.8 x 1.1 cm (1 5/16 x 2 5/16 x 7/16 in),Gift of Arthur M. Sackler,,,Weapon and Armament,,,,,All_images\image2970.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.554_001
"Oracle bone, inscribed",,China,ca. 1600 - ca. 1050 BCE,Bone,H x W x D: 4.5 × 4.2 × 1 cm (1 3/4 × 1 5/8 × 3/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image2971.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-28_1
"Oracle bone, inscribed",,China,ca. 1600 - ca. 1050 BCE,Bone,H x W x D: 4.3 × 2.7 × 1 cm (1 11/16 × 1 1/16 × 3/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image2972.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-27_1
Five-lobed bowl with impressed decoration,,China,10th century,Stoneware with transparent colorless glaze,H x W: 4.5 x 12.7 cm (1 3/4 x 5 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2973.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6623_11
Two fragments of octagonal neck of probably bottle-shaped vase,,"Jingdezhen, Jiangxi province, China",14th century,Porcelain with cobalt pigment under clear glaze,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2974.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-932
Landscape after Wang Yu,"Lu Yanshao (China, 1909-1993)",China,1931,Fan mounted as album leaf; ink on alum paper,H x W (image): 23.7 x 52 cm (9 5/16 x 20 1/2 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Painting,,,,,All_images\image2975.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7378_54
Seal carved by Erying for Wang Yachen,Signed: Erying (active 1900-1983),China,1957,Soapstone,H x W x D: 7.5 x 1.6 x 1.6 cm (2 15/16 x 5/8 x 5/8 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2976.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5920_13
Pleasures of Fishing,,China,1368-1644,Ink and color on silk,H x W (image): 141.5 x 74 cm (55 11/16 x 29 1/8 in),"Transfer from the National Museum of Natural History, Smithsonian Institution",,,Painting,,,,,All_images\image2977.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7426_37
"Excerpts from Han Dynasty Stone Inscriptions, in clerical script","Zhang Daqian 張大千 (China, 1899-1983)",China,1926,Folding fan mounted as album leaf; ink on paper,H x W (image): 23.5 x 51.1 cm (9 1/4 x 20 1/8 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images\image2978.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6102_02
Couplet in running script,"Tang Yun (China, 1910-1993)",China,1985,Pair of hanging scrolls; ink on paper,"H x W (image, each): 136.9 x 32.4 cm (53 7/8 x 12 3/4 in)",Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images\image2979.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5596_08
Seal carved for Wang Yachen,,China,20th century,Jade (jadeite),H x W x D: 2.8 x 1.7 x 0.6 cm (1 1/8 x 11/16 x 1/4 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2980.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5921_11
Temple in the Hills and Distant Sails,"Zhang Daqian 張大千 (China, 1899-1983)",China,1926,Ink and color on paper,H x W (image): 23.4 x 51.2 cm (9 3/16 x 20 3/16 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images\image2981.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7425_49
Funerary replica (mingqi) of a bell,,China,ca. 400-221 BCE,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Musical Instrument,,,,,All_images\image2982.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-233_001
"Oracle bone, incribed",,China,ca. 1600 - ca. 1050 BCE,Bone,H x W x D: 6.7 × 4.4 × 1 cm (2 5/8 × 1 3/4 × 3/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image2983.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-26_1
"Poem by Wang Wei, in running script",Wang Yachen (1894-1983),China,1968,Ink on paper,H x W: 172.5 x 35.5 cm (67 15/16 x 14 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Calligraphy,,,,,All_images\image2984.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5804_05
Ritual vessel (gu) with dragons,,"Anyang, probably Henan province, China",ca. 1250-1200 BCE,Bronze,H x Diam: 24 × 14.9 cm (9 7/16 × 5 7/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image2985.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.312_001
Seal carved for Wang Yachen,,China,20th century,Soapstone,H x W x D: 3.2 x 2.5 x 1.5 cm (1 1/4 x 1 x 9/16 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image2986.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5920_11
"Pendant in the form of a bird with incised linked curls, fragment",,"Jincun, probably Henan province, China",475-221 BCE,Jade (nephrite),H x W x D: 1.7 x 2.6 x 1 cm (11/16 x 1 x 3/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2987.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.733_001
"Vessel of type ting, with lid",,"Hebei province, China",770-221 BCE,Unglazed earthenware,H x W: 19.8 x 19 cm (7 13/16 x 7 1/2 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2988.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7531_28
Ornament (shi),,China,1st BCE- 1st CE,Bone,H x W x D: 4.7 x 5 x 2.9 cm (1 7/8 x 1 15/16 x 1 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2989.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7418_43
"Oracle bone, inscribed",,China,ca. 1600 - ca. 1050 BCE,Bone,H x W x D: 3.7 × 2.4 × 0.7 cm (1 7/16 × 15/16 × 1/4 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image2990.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-33_1
Pendant in the form of a dragon,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 2.1 x 4.6 x 0.5 cm (13/16 x 1 13/16 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2991.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.541_001
"Bone, decorated fragment",,China,ca. 1600 - ca. 1050 BCE,Bone,H x W (overall): 4.2 x 2.4 cm (1 5/8 x 15/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Natural Material,,,,,All_images\image2992.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-37_1
Mirror,,China,206 BCE-220 CE,Bronze,Diam x D: 22.8 x 2.1 cm (9 x 13/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images\image2993.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5995_03
Pendant in the form of a fish,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 2.5 x 5.9 x 0.5 cm (1 x 2 5/16 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2994.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.634_001-000001
Ceremonial Ax-Head,,"Shaanxi province, China",11th century BCE,Bronze,H x W x D: 18.5 x 18.5 x 7 cm (7 5/16 x 7 5/16 x 2 3/4 in),Purchase — Charles Lang Freer Endowment,,,Ceremonial Object,,,,,All_images\image2995.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-500a-b_1-000001
Seeking a Line of Poetry by a Spring Stream 春溪覓句圖,Shen Zhou 沈周 (1427-1509),China,ca. 1500,Ink and color on satin,H x W: 162 x 54.5 cm (63 3/4 x 21 7/16 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images\image2996.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6336_03
Textile,,China,19th century,Silk,H x W: 335 x 52.5 cm (131 7/8 x 20 11/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images\image2997.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7869_03
Textile,,China,19th century,Silk,H x W: 250 x 62 cm (98 7/16 x 24 7/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images\image2998.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7868_27
Textile,,China,19th century,Silk,H x W: 325 x 52.5 cm (127 15/16 x 20 11/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images\image2999.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7869_04
Textile,,China,19th century,Silk,H x W: 232.5 x 58 cm (91 9/16 x 22 13/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images\image3000.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7869_11
Summer chaofu (formal court dress) for a top-rank prince,,China,ca. 1820-1875,Silk gauze with embroidery in silk and metallic-wrapped threads,H x W: 141 x 170.2 cm (55 1/2 x 67 in),Gift of Shirley Z. Johnson,,,Costume and Textile,,,,,All_images\image3001.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F2015.7_001
Textile,,China,19th century,Silk,H x W: 338.5 x 52.5 cm (133 1/4 x 20 11/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images\image3002.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7869_06
Wine Container (Fuji zun),,"Hebei province, China",11th century BCE,Bronze,H x W x D: 26.3 x 21.1 x 21.1 cm (10 3/8 x 8 5/16 x 8 5/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image3003.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7401_45
Mending Clothes in the Early Morning Sun,Formerly attributed to Li Yuanji (active mid- to late 11th century),China,15th-16th century,Hanging scroll mounted on panel; ink and color on silk,H x W (image): 97.8 × 55.8 cm (38 1/2 × 22 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3004.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5755_02
Caparisoned Elephant and Attendant,Traditionally attributed to Guanxiu (傳)貫休 (822-912),China,16th-17th century,"Ink, color, and traces of gold on silk",H x W (image): 56 x 37.9 cm (22 1/16 x 14 15/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3005.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5762_01
"Flowing Water, Wind in the Pines",Traditionally attributed to Juran (傳)巨然 (active 960-986),China,15th century,Ink and color on silk,H x W: 209.5 x 97.8 cm (82 1/2 x 38 1/2 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3006.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8251_02
"The Nestorian Stele, in standard script 大秦景教流行中國碑",Lü Xiuyan 呂秀巖 (late 8th century),China,inscription: 781; rubbing: 20th century,Ink on paper,H x W (a - image): 47.8 x 32 cm (18 13/16 x 12 5/8 in),Gift of Peking University,,,Rubbing,,,,,All_images\image3007.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7502_07
Garment hook,,China,400-200 BCE,Cast bronze and inlaid gold,H x W x D: 24.8 x 9.4 x 5.6 cm (9 3/4 x 3 11/16 x 2 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3008.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.437_001
Sleeping Gibbon,"Zhang Daqian 張大千 (China, 1899-1983)",China,ca. 1934,Ink on paper,H x W (image): 163.7 x 67.1 cm (64 7/16 x 26 7/16 in),"Gift of Patricia Falk, from the collection of Mr. and Mrs. Myron S. Falk, Jr",,,Painting,,,,,All_images\image3009.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7065_05
"Fragmentary cover with top knob broken off; overlapping type, incised decoration",,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Vessel,,,,,All_images\image3010.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-854_1
Base fragment,,China,ca. 1740,Porcelain with cobalt pigment under clear glaze,,Gift of Dr. H. A. van Oort,,,Vessel,,,,,All_images\image3011.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2707_1
"Base fragment of dish, carved; splayed foot-rim",,"Zhejiang province, China",10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3012.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-240v1
"Fragment of base and foot rim of bowl, with incised cyclical date",,"Zhejiang province, China",978,Stoneware with celadon glaze,,Gift of C. T. Loo,,,Vessel,,,,,All_images\image3013.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-399_2
"Cover for a jar, fragment",,"Jiaotanxia kiln site, Hangzhou, Zhejiang province, China",12th-13th century,Stoneware with oxidized Guan glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3014.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-201_2
"Fragments of a multi-colored lacquer, one covered by cloth",,China,,,,Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image3015.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-W-29
"Top of saggar, part of FSC-P-858",,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Tool and Equipment,,,,,All_images\image3016.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-857_1-000001
"Epitaph of Administrative Supervisor Li He, in standard script 大唐故臨淮郡録事參軍李君墓誌銘幷序",,China,inscription: 754; rubbing: 20th century,Ink on paper,H x W: 67.6 x 67.3 cm (26 5/8 x 26 1/2 in),Gift of Peking University,,,Rubbing,,,,,All_images\image3017.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_23
"Round bowl with poppies, crabapple blossoms, butterfly, bee, stylized dragons, and lotus scrolls",,China,probably 1700-1735,Blow-formed glass with engraved decoration,H x Diam (overall): 8.2 x 22.7 cm (3 1/4 x 8 15/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.265.4",,,Vessel,,,,,All_images\image3018.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8092_16
Fragment of a piece which could have been an open stand for another piece,,"Probably Shanglinhu kiln site, Zhejiang province, China",10th-early 11th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3019.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-236v1
Fragment of base of bowl,,"Quanzhou city, Fujian province, China",early 19th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3020.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-614_1
Vessel wall (fragment),,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image3021.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1085_1
Ornament for a shaman's or priest's ritual clothing,,China,probably mid-17th-19th century,Jade (nephrite),H x W: 5.7 x 5 cm (2 1/4 x 1 15/16 in),Purchase — Charles Lang Freer Endowment,,,Jewelry and Ornament,,,,,All_images\image3022.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7204_03
Battle axe,,China,ca. 1100-1000 BCE,Bronze,H x W (overall): 18.2 x 6 cm (7 3/16 x 2 3/8 in),Purchase — Charles Lang Freer Endowment,,,Weapon and Armament,,,,,All_images\image3023.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7767_12
Jar (fragment),,"Jingdezhen, Jiangxi province, China",late 15th century,Porcelain with cobalt pigment under colorless glaze,,Gift of Miss. Elizabeth Lyons,,,Vessel,,,,,All_images\image3024.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-624_1-000001
"Fragment of a piece, contiguous at middle band, of small vessel, probably tripod incense burner of metal form (Part of FSC-P-245)",,"Zhejiang province, China",11th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3025.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-244v2
Serrated ring (xuanji),,China,,Jade,H x Diam (overall): 0.5 x 5.9 cm (3/16 x 2 5/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images\image3026.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7861_09
Geese Beneath the Moon,,China,15th century,Hanging scroll; ink and color on silk,H x W (image): 97.7 x 50.1 cm (38 7/16 x 19 3/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3027.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_15
Poem on seeing off Adjutant Administrator Zhu in cursive script,Deng Shiru 鄧石如 (1743-1805),China,mid 18th-early 19th century,Hanging scroll; ink on paper,H x W (image): 125.4 x 42.1 cm (49 3/8 x 16 9/16 in),Purchase — Regents' Collections Acquisition Program,,,Calligraphy,,,,,All_images\image3028.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8068_16
Inkstick (used),,"Anhui province, China",1817,Soot and glue with gold pigment and lacquer,H x W: 7.2 x 2 cm (2 13/16 x 13/16 in),Gift of Marguerite Church,,,Tool and Equipment,,,,,All_images\image3029.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7777_01
"Ingada, the Thirteenth Venerable Luohan",Formerly attributed to Li Gonglin (傳)李公麟 (ca. 1049-1106),China,late 14th century,Hanging scroll mounted on panel; ink on silk,H x W (image): 128.8 x 56.5 cm (50 11/16 x 22 1/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3030.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8277_14
Bracelet,,China,1127-1978,Jade; wooden box,H x W: 3.2 x 11.5 cm (1 1/4 x 4 1/2 in),Anonymous gift,,,Jewelry and Ornament,,,,,All_images\image3031.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7630_33
Fragment of base and lower wall of bowl,,"Jingdezhen, Jiangxi province, China",18th century,"Porcelain with cobalt pigment under transparent glaze, enamels over glaze",,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3032.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-567_1
Bowl,,"possibly Xicun or Chaozhou kilns, Guangdong province, China",mid 11th century,White stoneware with green-gray transparent glaze,H x W: 3.6 x 10.2 cm (1 7/16 x 4 in),"Gift of Galerie Bork of Copenhagen, Denmark",,,Vessel,,,,,All_images\image3033.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5368_09
Bowl with stamped decor,,"Fujian province, China",late 19th century,Porcelain with cobalt pigment under clear glaze,,Gift of John A. Pope,,,Vessel,,,,,All_images\image3034.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-951_1-000004
Inkstick,,"Anhui province, China",1859,Soot and glue with gold pigment and lacquer,H x W: 5.4 x 1.8 cm (2 1/8 x 11/16 in),Gift of Marguerite Church,,,Tool and Equipment,,,,,All_images\image3035.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7777_17
"Deep dish with everted rim, fragment",,"Jingdezhen, Jiangxi province, China",mid 20th century,Porcelain with cobalt pigment under clear glaze,,Gift of John A. Pope,,,Vessel,,,,,All_images\image3036.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-947_1
"Unidentified form, fragment",,"Jiaotanxia kiln site, Hangzhou, Zhejiang province, China",12th-13th century,Stoneware with Guan glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3037.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-197v1
Dagger-axe (ge) with water buffalo head (fragment),,"Henan province, China",ca. 1050-771 BCE,Bronze,H x W: 21.3 x 12 cm (8 3/8 x 4 3/4 in),Purchase — Charles Lang Freer Endowment,,,Weapon and Armament,,,,,All_images\image3038.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8229_02
Lid,,"Shanglinhu kiln site, Zhejiang province, China",960-1127,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3039.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-195v1
Leisurely Life at a Scholar's Riverside Dwelling,Cai Jia (1686-after 1756),China,18th century,Ink and color on paper,H x W (image): 18 x 52.7 cm (7 1/16 x 20 3/4 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images\image3040.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7449_36
Clay fragment,,"Changsha Tomb site, China",,Clay,,Gift of the John Hadley Cox Archaeological Study Collection,,,Natural Material,,,,,All_images\image3041.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-X-17
Bowl fragment with intact profile,,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Vessel,,,,,All_images\image3042.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-849_1
Making tea and enjoying plum blossoms,Formerly attributed to Li Gonglin (傳)李公麟 (ca. 1049-1106),China,17th-19th century,Ink on paper,H x W (image): 24.8 x 28.8 cm (9 3/4 x 11 5/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3043.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7412_37
"Fragment of base and foot rim of bowl, with incised cyclical date",,"Zhejiang province, China",978,Stoneware with celadon glaze,,Gift of C. T. Loo,,,Vessel,,,,,All_images\image3044.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-400_2
Old man and boy under a pine,Formerly attributed to Li Gonglin (傳)李公麟 (ca. 1049-1106),China,17th-19th century,Ink and color on paper,H x W (image): 24.8 x 28.8 cm (9 3/4 x 11 5/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3045.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7412_38
Plaque for table screen,,China,18th century,"Variegated slate, possibly enhanced by dye",H x W x D: 19.5 x 12.5 x 1.5 cm (7 11/16 x 4 15/16 x 9/16 in),Bequest of Elizabeth Hamm Glass,,,Sculpture,,,,,All_images\image3046.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8165_17
