Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
"Pillow with inscription by the Qianlong emperor dated 1768, Cizhou type ware",,China,12th century,Stoneware with white slip under colorless glaze and traces of cinnabar,H x W x D: 12.4 × 21 × 12.4 cm (4 7/8 × 8 1/4 × 4 7/8 in),Purchase — Charles Lang Freer Endowment,,,Furniture and Furnishing,,"Freer Gallery 13: Looking Out, Looking In: Art in Late Imperial China",,,All_images1.0\image67.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1942.21_001
'Palace bowl' with day lily design,,"Jingdezhen, Jiangxi province, China",1465-1487,"Clay: fine white porcelain. Glaze: transparent and colorless, high fire.",H x Diam: 7 × 15.1 cm (2 3/4 × 5 15/16 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,"Freer Gallery 13: Looking Out, Looking In: Art in Late Imperial China",,,All_images1.0\image68.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1952.18a-b_011
Landscape in the Style of Li Tang,Qiu Ying 仇英 (ca. 1494-1552),China,mid-16th century,Ink and color on paper,H x W (image): 25.4 x 306.7 cm (10 x 120 3/4 in),Purchase — Charles Lang Freer Endowment,,,Painting,,"Freer Gallery 13: Looking Out, Looking In: Art in Late Imperial China",,,All_images1.0\image69.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8035_05
Planter with impressed character yi (one),,"Juntai, Henan province, China","Probably early 15th century, possibly second half of the 14th century",Stoneware with Jun glaze,H x Diam: 25.6 × 27.2 cm (10 1/16 × 10 11/16 in),Gift of Charles Lang Freer,,,Vessel,,"Freer Gallery 13: Looking Out, Looking In: Art in Late Imperial China",,,All_images1.0\image70.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1907.38a-b_001
Flower pot stand with impressed character liu (six),,"Juntai, Henan province, China","probably early 15th century, possibly second half of the 14th century",Stoneware with Jun glaze and copper pigment,H x Diam: 6.9 × 22.3 cm (2 11/16 × 8 3/4 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,"Freer Gallery 13: Looking Out, Looking In: Art in Late Imperial China",,,All_images1.0\image71.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6448_03
Notched disk,,"probably Henan province, China",ca. 1600-ca. 1050 BCE,Jade (serpentine),Diam x D: 33.3 × 0.8 cm (13 1/8 × 5/16 in),"Purchase — funds provided by Charles Lang Freer Endowment, Lois S. Raphling, and the Sylvia and Alexander Hassan Family Foundation",,,Ceremonial Object,,"Freer East Corridor: Looking Out, Looking In: The Art of Late Imperial China",,,All_images1.0\image72.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F2017.5a-c_001
Bottle of the type known as meiping,,"Jingdezhen, Jiangxi province, China",1403-1424,Porcelain with cobalt decoration under colorless glaze,H x W: 24.8 x 15.2 cm (9 3/4 x 6 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,"Freer Gallery 13: Looking Out, Looking In: Art in Late Imperial China",,,All_images1.0\image73.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1952.5a-b_001
Dish with floral leaf pattern,,China,early 20th century,Cloisonné enamels on brass base,,Unknown donor,,,Vessel,,,,,All_images1.0\image74.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8519_05
The Artist's White Cat,"Cheng Jiezi (China, 1910-1986)",China,1974,Ink and color on paper,H x W (image): 93.5 x 30 cm (36 13/16 x 11 13/16 in),Anonymous gift,,,Painting,,,,,All_images1.0\image75.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6935_10
Textile with floral medallions and lozenges,,China,first half of the 8th century,Brocade (jin): woven silk (weft-faced compound twill),H x W: 150.1 x 59.3 cm (59 1/8 x 23 3/8 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image76.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8084_01
"Lofty Scholar in an Autumn Grove, after Sheng Mou","Cheng Jiezi (China, 1910-1986)",China,1959,Ink and color on paper,H x W: 126.1 x 49.3 cm (49 5/8 x 19 7/16 in),Anonymous gift,,,Painting,,,,,All_images1.0\image77.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7336_46
Woman and Butterfly,"Zhang Daqian 張大千 (China, 1899-1983)",China,1953,Enamel on porcelain over clear colorless glaze,H x W x D (mounted): 36.6 x 52 x 2.6 cm (14 7/16 x 20 1/2 x 1 in),Gift of the Estate of Wang Chi-yuan,,,Painting,,,,,All_images1.0\image78.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7323_41
Garment hook (daigou),,China,18th century,Jade,H x W x D: 13.3 x 2.5 x 2.8 cm (5 1/4 x 1 x 1 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image79.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6423_02
Welcoming Spring,"Wang Yani (China, born 1975)",China,1989,Ink on paper,,Gift of the Artist,,,Painting,,,,,All_images1.0\image80.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8478_24
"""Sima Qian""",Wang Yishi (China),China,1986,Ink and color on paper,H x W: 191.8 x 161.3 cm (75 1/2 x 63 1/2 in),Gift of the B.Y. Lam Foundation,,,Painting,,,,,All_images1.0\image81.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8336_22
Pindolabharadraja,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image82.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8502_30
Javaka,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image83.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_14
Angaja,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image84.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_23
Rahula,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image85.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_21
Panthaka,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image86.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_20
Kanakabharadraja,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image87.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_14
Vanavasin,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image88.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_24
Scholars with a Ruan (Chinese Guitar) in a Bamboo Grove,"Cheng Jiezi (China, 1910-1986)",China,1950s,Ink and color on paper,H x W: 78.7 x 42.3 cm (31 x 16 5/8 in),Anonymous gift,,,Painting,,,,,All_images1.0\image89.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7336_47
Ritual wine container (hu),,China,8th century BCE,Bronze; cast,H x W x D: 41 x 28.5 x 29.5 cm (16 1/8 x 11 1/4 x 11 5/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image90.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6216_11
Pendant in the form of an archer’s thumbring,,China,206 BCE-220 CE,Jade (nephrite),H x W x D: 1 x 6.1 x 6.1 cm (3/8 x 2 3/8 x 2 3/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image91.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5842_10
Vessel (ding),,"Xinzheng, Henan province, China",ca. 700-500 BCE,Bronze,H x W x D (overall): 59.5 x 76.5 x 71.5 cm (23 7/16 x 30 1/8 x 28 1/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image92.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-4024-10h
Ritual cooking vessel (ding),,"Xinzheng, Henan province, China",ca. 7th century BCE,Bronze,H x W x D (overall): 34.5 x 37 x 30.7 cm (13 9/16 x 14 9/16 x 12 1/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image93.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-4066_11h
Plum Blossom Studio,"Zhang Daqian 張大千 (China, 1899-1983)",China,1920-1929,Ink and color on paper,H x W: 238.7 x 64 cm (94 x 25 3/16 in),Purchase — Smithsonian Unrestricted Trust Funds,,,Painting,,,,,All_images1.0\image94.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_41
Ritual food vessel (Yu),,"Beijing, China",11th-10th century BCE,Bronze,H x W x D: 18.6 x 19.3 x 19.3 cm (7 5/16 x 7 5/8 x 7 5/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image95.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7282_41
Food vessel (gui),,China,10th century BCE,Bronze,H x W x D: 12.9 x 25.9 x 25.5 cm (5 1/16 x 10 3/16 x 10 1/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image96.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7282_38
Wine vessel (Gu),,China,ca. 13th century BCE,Bronze,H x W x D: 24.8 x 14.9 x 14.9 cm (9 3/4 x 5 7/8 x 5 7/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image97.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7281_45
Food vessel (gui),,China,10th century BCE,Bronze,H x W x D: 15.5 x 30.8 x 21 cm (6 1/8 x 12 1/8 x 8 1/4 in),Gift of The Arthur M. Sackler Foundation,,,Vessel,,,,,All_images1.0\image98.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7281_46
Water Container (Ying),,"Qijiacun, China",10th century BCE,Bronze,H x W x D: 14.3 x 12.2 x 15.1 cm (5 5/8 x 4 13/16 x 5 15/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image99.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8537_46
Ritual wine container (hu),,China,ca. 5th-4th century BCE,Bronze,H x W x D: 29.7 x 22.2 x 20 cm (11 11/16 x 8 3/4 x 7 7/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image100.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-4052_13h
Wine container (zun),,China,10th century BCE,Bronze,H x W x D: 16.7 x 17 x 17 cm (6 9/16 x 6 11/16 x 6 11/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image101.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7282_01
Cylinder (yuan tong),Shu,China,10th century BCE,Bronze,H x W x D: 27.6 x 16.6 x 16.6 cm (10 7/8 x 6 9/16 x 6 9/16 in),Gift of Arthur M. Sackler,,,Unclassified,,,,,All_images1.0\image102.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7282_30
Wine container (hu),,China,ca. 13th century BCE,Bronze,H x W x D: 34.8 x 24.2 x 18.9 cm (13 11/16 x 9 1/2 x 7 7/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image103.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7283_08
Cooking Vessel (ding),,China,ca. 15th-14th century BCE,Bronze,H x W x D: 20.8 x 17.4 x 17.3 cm (8 3/16 x 6 7/8 x 6 13/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image104.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6253_13
Garment hook (daigou),,China,17th century,Jade,H x W x D: 11.1 x 1.9 x 2.4 cm (4 3/8 x 3/4 x 15/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image105.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6423_05
Plum Flowers and a Beauty,"Cheng Jiezi (China, 1910-1986)",China,1960,Ink and color on paper,H x W (overall): 126.1 x 46.7 cm (49 5/8 x 18 3/8 in),Anonymous gift,,,Painting,,,,,All_images1.0\image106.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7332_38
Two Rocks,"Zhang Daqian 張大千 (China, 1899-1983)",China,1974,Ink on paper,H x W: 73.4 x 51.8 cm (28 7/8 x 20 3/8 in),Gift of Wil and Marilyn Fountain,,,Print,,,,,All_images1.0\image107.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6905_03
Peonies,"Zhang Daqian 張大千 (China, 1899-1983)",China,20th century,Ink on paper,H x W: 53.5 x 73.4 cm (21 1/16 x 28 7/8 in),Gift of Wil and Marilyn Fountain,,,Print,,,,,All_images1.0\image108.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6905_04
Mountain Scene,"Zhang Daqian 張大千 (China, 1899-1983)",China,1974,Ink on paper,H x W: 61.5 x 73 cm (24 3/16 x 28 3/4 in),Gift of Wil and Marilyn Fountain,,,Print,,,,,All_images1.0\image109.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6905_02
Bowl with petal pattern,,China,probably 1850-1920,Glass,H x Diam (overall): 6.9 x 22.4 cm (2 11/16 x 8 13/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.255.2",,,Vessel,,,,,All_images1.0\image110.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8092_02
Container (zun) with masks (taotie) and dragons,,"middle Yangzi River region, China",,Bronze,H x Diam: 42.5 × 42.2 cm (16 3/4 × 16 5/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image111.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.331_001
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image112.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_08
Rubbing of design of tiger (on pottery tile?),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image113.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8526_27
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image114.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_24
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image115.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_14
Rubbing of pottery tomb tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image116.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_28
"1 of 8 rubbings of ""Eight Scenes of Shensi""",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image117.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8502_24
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image118.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_05
Rubbing of pottery tomb tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image119.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_27
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image120.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_07
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image121.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_02
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image122.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_27
Fritten (imperfectly fused glass),,China?,,Glass,,"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.5",,,Unclassified,,,,,All_images1.0\image123.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8078_25
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image124.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_16
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image125.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_13
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image126.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_23
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image127.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_01
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image128.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_11
Small bottle,,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images1.0\image129.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6060_11
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image130.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_03
"Small ewer, handle broken",,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images1.0\image131.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3569
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image132.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_24
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image133.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_26
Rubbing of pottery tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image134.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_16
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image135.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_09
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image136.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_07
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image137.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_19
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image138.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_09
Small bottle,,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images1.0\image139.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6060_08
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image140.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_22
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image141.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8526_25
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image142.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_12
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image143.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_05
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image144.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_23
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image145.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_07
Mirror (numerous pieces) suspension,,China,,Bronze,,,,,Mirror,,,,,All_images1.0\image146.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8513_13
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image147.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_10
Reproduction of a vessel (chueh),,China,,,,,,,Vessel,,,,,All_images1.0\image148.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-RE-3_1-000001
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image149.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_17
"Shouxing, the God of Longevity, rendered partly in characters",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image150.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_05
Kalika,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image151.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_18
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image152.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_03
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image153.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_30
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image154.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_03
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image155.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_18
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image156.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_30
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image157.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_16
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image158.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_03
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image159.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_04
Rubbing of pottery tomb tile,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image160.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8500_07
"Rubbing of a bronze vessel, type kuei",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image161.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_02
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image162.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_04
"1 of 8 rubbings of ""Eight Scenes of Shensi""",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image163.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8502_23
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image164.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_28
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image165.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_28
Nagasena,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image166.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_22
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image167.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_29
Ceremonial vessel,,China,,Bronze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image168.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8522_15
2 rubbings of bronze mirrors,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image169.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_15
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image170.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_03
"1 of 8 rubbings of ""Eight Scenes of Shensi""",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image171.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8502_29
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image172.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_05
Subinda,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image173.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_15
Rubbing of two pottery tiles,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image174.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_12
Execution - 2 males,,China,,Color on paper,,Gift of Mrs. Ann Somerville,,,Painting,,,,,All_images1.0\image175.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8456_13
Footrim fragment,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image176.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3523_2
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image177.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_27
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image178.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_22
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image179.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_20
Bhadra,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image180.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_17
Rubbing of bronze mirror,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image181.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8447_08
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image182.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8518_15
Rubbing of stone relief,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image183.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8526_28
Buckle with silver inlay,,China,,Bronze,,,,,Jewelry and Ornament,,,,,All_images1.0\image184.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-12_001
"Rubbing of a bronze vessel, type ku",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image185.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_27
Rubbing of stone statue of Guanyin,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image186.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_22
Rubbing of pottery tile with impressed design,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image187.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_27
Rubbing of stone Buddhist sculpture,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image188.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_03
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image189.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2820_1
