Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image876.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8511_06
Wheel nave,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Tool and Equipment,,,,,All_images1.0\image877.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-184_1-000001
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image878.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-203_1
Libation bowl,,China,618-907,Glass,H x Diam (overall): 11.2 x 16.9 cm (4 7/16 x 6 5/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.574.1",,,Vessel,,,,,All_images1.0\image879.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.574.1_001
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image880.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-310_1
Mirror,,China,,Bronze,Diam x D: 8.3 x 0.9 cm (3 1/4 x 3/8 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image881.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-37_1-000001
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image882.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-259
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image883.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-268
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image884.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-381_1
"Duplicate of F1980.80, 1 of rubbings of stone sculpture at Caves 2 and 3, T'ien-lung-shan, Shansi province",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image885.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_14
Necklace bead,,China,,Glass,H x W x D: 1.7 x 1.4 x 1.3 cm (11/16 x 9/16 x 1/2 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.46",,,Jewelry and Ornament,,,,,All_images1.0\image886.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.264.46_001
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image887.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-204_1
Spearhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image888.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-170_1
Cylinder with hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Tool and Equipment,,,,,All_images1.0\image889.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-239
Square plaque (fragment) with relief designs,,China,,Glass,H x W x D: 6.3 x 6 x 0.5 cm (2 1/2 x 2 3/8 x 3/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.10",,,Jewelry and Ornament,,,,,All_images1.0\image890.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8079_01
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image891.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-322_1
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image892.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8511_03
Macehead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image893.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-273
Mirror,,China,,Bronze,Diam x D: 16.5 x 0.9 cm (6 1/2 x 3/8 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image894.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-54_1-000001
Dagger-axe,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image895.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-145_1-000001
Arrowhead,,China,,Iron,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image896.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-M-41
"1 of rubbings of stone sculpture at Caves 2 and 3, T'ienlung-shan, Shansi province (FSC-R-329 through FSC-R-340)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image897.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_08
Bowl,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images1.0\image898.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-284_1-000001
Grooms and Horses,Traditionally attributed to Zhao Mengfu 趙孟頫 (1254-1322),China,,Ink and color on silk,H x W: 39.1 x 237.2 cm (15 3/8 x 93 3/8 in),Gift of Elizabeth Meyer Lorentz,,,Painting,,,,,All_images1.0\image899.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5671_10
"1 of rubbings of stone relief sculpture at the Lien-hua Cave, Lung-men, Honan province. (FSC-R-273 through FSC-R-281)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image900.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_29
Wheel nave,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Tool and Equipment,,,,,All_images1.0\image901.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-182_1-000001
"Rubbing of inscription on statue of Bodhisattva Avalokiteshvara (Guanyin), dated 538",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image902.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_12
Lacquered leather box,,China,,Lacquered leather with metal clasp,H x W x D: 8.6 x 25.4 x 14.5 cm (3 3/8 x 10 x 5 11/16 in),,,,Container,,,,,All_images1.0\image903.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8521_05
Dagger-axe,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image904.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-142_1-000001
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image905.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8512_21
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image906.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-201_1
Sword,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image907.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-123_1-000001
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image908.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-253
Bowl with saggar pad attached,,China,,Porcelain with transparent pale blue (qingbai) glaze,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image909.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-112v1
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image910.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-325_1
"Neck fragment of large urn, number on piece 99/679",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images1.0\image911.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-652_1-000001
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image912.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-342_1
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image913.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-311_1
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image914.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-372_1
"1 of rubbings of stone relief sculpture at the Lien-hua Cave, Lung-men, Honan province. (FSC-R-273 through FSC-R-281)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image915.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_24
"Fresco, one in set of four",,China,,Fresco,H x W (overall): 26.7 x 25.4 cm (10 1/2 x 10 in),Acquired under the guidance of the Carl Whiting Bishop expedition,,,Painting,,,,,All_images1.0\image916.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8509_21
"Rubbing of top and sides of stone cover of tomb tablet, with designs of animals, etc. in low relief",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image917.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8500_08
Mirror,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Mirror,,,,,All_images1.0\image918.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-165_1-000001
Necklace bead,,China,,Glass,H x W x D: 1.7 x 1.3 x 1.2 cm (11/16 x 1/2 x 1/2 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.43",,,Jewelry and Ornament,,,,,All_images1.0\image919.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.264.43_001
"1 of rubbings of stone sculpture at Caves 2 and 3, T'ienlung-shan, Shansi province (FSC-R-329 through FSC-R-340)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image920.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_10
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image921.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-258_1
Rubbing from an individual piece of the Duanfang (Tuan-fang) altar set of bronzes in the Metropolitan Museum of Art,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image922.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8443_04
Mirror,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Mirror,,,,,All_images1.0\image923.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-159_1-000001
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image924.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-359_1
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image925.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-269
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image926.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-271
Blade fragment; 2 pieces,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image927.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-283a-b-000002
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image928.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-386_1
Lead ceremonial vessel of the type chueh,,China,,Lead,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image929.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-M-1_1-000001
Spade-shaped implement,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Tool and Equipment,,,,,All_images1.0\image930.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-227_1-000001
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image931.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-357_1
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image932.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-246
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image933.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8511_07
Finial,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image934.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-154_1
"Gold sheet, embossed borders -- key design (?)",,China,,Gold,H x W x D: 9.7 x 66.5 x 1.2 cm (3 13/16 x 26 3/16 x 1/2 in),,,,Jewelry and Ornament,,,,,All_images1.0\image935.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_17
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image936.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-316_1
Tea Wrapper,,China,,Ink and silver foil on paper,H x W: 51 x 107.5 cm (20 1/16 x 42 5/16 in),Gift of Charles and Catherine Page,,,Costume and Textile,,,,,All_images1.0\image937.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_12
Modern copy of a Han dynasty ceremonial vessel of the type hu,,China,,Bronze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image938.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8522_16
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image939.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-388_1
Chinese Han style mirror suspension,,China,,Bronze,Diam x D: 10.9 x 0.9 cm (4 5/16 x 3/8 in),,,,Mirror,,,,,All_images1.0\image940.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-491_1-000001
Mirror,,China,,Bronze,Diam x D: 7 x 0.5 cm (2 3/4 x 3/16 in),Gift of Mrs. Janet Vance,,,Mirror,,,,,All_images1.0\image941.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-96_1-000001
Mirror,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Mirror,,,,,All_images1.0\image942.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-162_1-000001
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image943.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8512_16
"1 of rubbings of stone sculpture at Caves 2 and 3, T'ienlung-shan, Shansi province (FSC-R-329 through FSC-R-340)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image944.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_07
Rubbing from an individual piece of the Duanfang (Tuan-fang) altar set of bronzes in the Metropolitan Museum of Art,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image945.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8446_21
Shih-k'e pa-ts'ui pei,,China,inscription: 1751,Ink on paper,H x W: 190 x 81.3 cm (74 13/16 x 32 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image946.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7507_28
Rubbing from an individual piece of the Duanfang (Tuan-fang) altar set of bronzes in the Metropolitan Museum of Art,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image947.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8526_23
"Funerary urn with lid, number on piece P5",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Container,,,,,All_images1.0\image948.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8530_25
"Tile fragment, ""Ichow"" written on inside of tile",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Architectural Element,,,,,All_images1.0\image949.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2650_1
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image950.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-211_1
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image951.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-199-000002
Arrowhead,,China,,Iron,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image952.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-M-43
Tea Wrapper,,China,,Ink and silver foil on paper,H x W: 54 x 112.5 cm (21 1/4 x 44 5/16 in),Gift of Charles and Catherine Page,,,Costume and Textile,,,,,All_images1.0\image953.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_02
Rubbing of back of stone sculpture showing relief carvings and inscription on the back of the mandorla,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image954.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_21
Knife,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image955.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-275_1
Mirror,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Mirror,,,,,All_images1.0\image956.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-156_1-000001
Fragment of cylinder with .3 cm. opening,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Unclassified,,,,,All_images1.0\image957.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-807
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image958.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-324_1
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image959.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8511_10
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image960.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-264_1
"Fresco, one in set of four",,China,,Fresco,H x W (overall): 26.7 x 20.3 cm (10 1/2 x 8 in),Acquired under the guidance of the Carl Whiting Bishop expedition,,,Painting,,,,,All_images1.0\image961.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8509_20
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image962.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-377_1
Garment hook (fragment),,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image963.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-207_1
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image964.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8512_29
Lacquered leather box,,China,,Lacquered leather,H x W x D: 10.8 x 29 x 17.5 cm (4 1/4 x 11 7/16 x 6 7/8 in),,,,Container,,,,,All_images1.0\image965.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8521_08
Ornament,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image966.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-263_1
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image967.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8512_26
Figure of a butterfly,,China,,Glass,H x W x D: 1.8 x 4 x 0.8 cm (11/16 x 1 9/16 x 5/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.282",,,Sculpture,,,,,All_images1.0\image968.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8080_16
Mirror,,China,,Bronze,Diam x D: 14.5 x 0.7 cm (5 11/16 x 1/4 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image969.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-53_1-000001
Sword hilt,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image970.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-265_1
"1 of rubbings of stone relief sculpture at the Lien-hua Cave, Lung-men, Honan province. (FSC-R-273 through FSC-R-281)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image971.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_25
Spearhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image972.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-175_1
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image973.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8512_25
Fragment; incised decoration,,China,,Stone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image974.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-S-65_1
Garment hook,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image975.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-192_1
Fragment of dish,,China,early 10th-early 12th century,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images1.0\image976.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-118v2
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image977.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-378_1
"Chinese painting reproduction of Ming painting by Ch'iu Ying, ""Peach Blossom Spring""",,China,,Ink on paper,,Gift of Richard Louie,,,Painting,,,,,All_images1.0\image978.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_21
Arrowhead,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image979.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8512_24
Stand,,China,19th-20th century,Wood,H x W x D: 2 x 11.3 x 7.4 cm (13/16 x 4 7/16 x 2 15/16 in),Gift of The Rosenblum Family Collection,,,Furniture and Furnishing,,,,,All_images1.0\image980.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8238_29
Tea Wrapper,,China,,Ink and silver foil on paper,H x W: 52 x 82.8 cm (20 1/2 x 32 5/8 in),Gift of Charles and Catherine Page,,,Costume and Textile,,,,,All_images1.0\image981.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_04
Arrowhead,,China,,Iron,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image982.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-M-38
"1 of rubbings of stone relief sculpture at the Lien-hua Cave, Lung-men, Honan province. (FSC-R-273 through FSC-R-281)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image983.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_26
Lacquered dish,,China,13th century,"Lacquer over wood, with metal rim",H x W: 1.8 x 24.9 cm (11/16 x 9 13/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image984.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7215_01
Dagger-axe,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image985.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-143_1-000001
Hoe,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Tool and Equipment,,,,,All_images1.0\image986.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-228_1
Knife money,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image987.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-302_1
Arrowhead,,China,,Iron,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image988.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-M-39_
Libation bowl,,China,1600-1800,Glass,H x Diam (overall): 11.7 x 17.4 cm (4 5/8 x 6 7/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.255.4",,,Vessel,,,,,All_images1.0\image989.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.255.4_001
landscape in style of Chao Ling-jang; signature of Lan Ying,Lan Ying (1585-1664),China,,Ink and color on silk,,Gift of Mrs. Anna Chennault,,,Painting,,,,,All_images1.0\image990.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8509_17
