Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Inscription carved on a statue of Maitreya,,China,inscription: 585; rubbing: 20th century,Ink on paper,H x W: 69.9 x 201.6 cm (27 1/2 x 79 3/8 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2185.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_03
Fragment of cover,,"Zhejiang province, China",10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2186.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-228v2
Vase ( tsun),,China,,Bronze,H x W: 43.1 x 28.6 cm (16 15/16 x 11 1/4 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image2187.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7652_07
"Rubbing of cover of burial tablet with title of epitaph engraved on the top, and the 12 zodiacal signs executed in line engraving on the sides; floral motif at the four corners",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2188.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_07
Stem cup,,"Qionglai kiln site, Qionglai, Sichuan province, China",9th-early 10th century,Stoneware with white slip and iron-pigment accents under clear glaze,,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2189.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-178v1
Vase,,"Fujian province, China",17th-18th century,Stoneware with translucent glaze,H x Diam (overall): 44.6 x 16.2 cm (17 9/16 x 6 3/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.339",,,Vessel,,,,,All_images\image2190.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.339.1_002
"Rim fragment, number on piece ""west"" (R)",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2191.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-751_1
"Bowl, fragment",,"Qionglai kiln site, Qionglai, Sichuan province, China",9th-early 10th century,Stoneware with iron-brown glaze,,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2192.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-190v1
Covered box,,"Qionglai kilns, Qionglai, Sichuan province, China",9th-early 10th century,Stoneware with ash glaze,,Gift of Dr. David C. Graham,,,Container,,,,,All_images\image2193.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-179v1
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2194.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-814_1
"One hundred forms of the character ""shou"" (longevity)",,China,late 19th-early 20th century,Ink on paper,H x W (each): 108.1 x 21.8 cm (42 9/16 x 8 9/16 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2195.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7499_28
"Rim fragment, number on piece ""west"" D4c",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2196.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-690_1
"1 of rubbings of stone relief sculpture at the Lung-men caves, some probably at the Ku-yang Cave; but they cannot be precisely identified from published material. (FSC-R-311 through FSC-R-328)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2197.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8483_11
One of pair of porcelain vases (other is FSC-P-2617),,China,,,,Gift of Hin-Cheung Lovell,,,Vessel,,,,,All_images\image2198.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2616_1-000001
"One of pair with FSC-P-894, number on piece P1",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2199.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-895_1
Round lobed box with mother-of-pearl and wire inlay,,China,1279-1368,Black lacquer on wood core with mother-of-pearl inlay and metal wire,H x Diam (overall): 18.2 x 22.5 cm (7 3/16 x 8 7/8 in),Gift of Arthur M. Sackler,,,Container,,,,,All_images\image2200.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8186_23
Foot-rim fragment,,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image2201.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1113_1-000002
Scroll box,,"China or Ryukyu islands, Japan",18th century,Lacquer,H x W x D: 105 x 11.6 x 11.6 cm (41 5/16 x 4 9/16 x 4 9/16 in),Gift of Charles Lang Freer,,,Container,,,,,All_images\image2202.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7694_04
"Base fragment, number on piece ""west"" E4u",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2203.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-684_1
Snuff bottle,,China,19th century,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2204.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2800_1
Stylized goose plaque,,China,618-906,Gilt bronze,H x W x D: 8 x 8 x 8 cm (3 1/8 x 3 1/8 x 3 1/8 in),Gift of The Honorable and Mrs. Hugh Scott,,,Jewelry and Ornament,,,,,All_images\image2205.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5462_08
"Fragment, number on piece D3b",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2206.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-712_1
One of pair of porcelain vases (other is FSC-P-2616),,China,,,,Gift of Hin-Cheung Lovell,,,Vessel,,,,,All_images\image2207.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2617_1-000001
Crossing the River to a Scholar's Pavilion,Huang Binhong (1865-1955),China,1954,Ink and color on paper,H x W (image): 66.3 x 39.7 cm (26 1/8 x 15 5/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image2208.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6897_05
Garment hook,,China,400-200 BCE,"Bronze, silver, and malachite",H x W x D: 13.3 x 2 x 2.8 cm (5 1/4 x 13/16 x 1 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2209.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7384_44
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2210.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-658_1
Three columns of hieroglyphics and Chinese inscription,,China,ca. 1909,Ink on paper,H x W: 108.4 x 37.1 cm (42 11/16 x 14 5/8 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2211.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7499_29
"Bowl, fragment of wall and footrim",,"Liulichang kiln site, Chengdu, Sichuan province, China",1127-1279,Stoneware with white slip under clear glaze,,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2212.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-166v1
"Rim fragment, number on piece 128/17",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2213.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-762_1
Round bowl,,China,1700-1735,Blow-formed glass,H x Diam (overall): 6.3 x 24 cm (2 1/2 x 9 7/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.255.9",,,Vessel,,,,,All_images\image2214.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8092_08
Epitaph of Heng Yan in standard script 桓彦墓誌,,China,inscription: 655; rubbing: 20th century,Ink on paper,H x W: 67.6 x 67.3 cm (26 5/8 x 26 1/2 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2215.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_06
Fragment of a bowl,,China,,Coarse porcelain with cobalt pigment under translucent glaze,,Gift of Helen D. Ling,,,Vessel,,,,,All_images\image2216.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-980_001
"1 of rubbings of stone relief sculpture at the Lung-men caves, some probably at the Ku-yang Cave; but they cannot be precisely identified from published material. (FSC-R-311 through FSC-R-328)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2217.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8483_18
"Vessel rim and wall, fragment",,"Jiaotanxia kiln site, Hangzhou, Zhejiang province, China",12th-13th century,Stoneware with Guan glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2218.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-207v1
Fragment of jar wall,,"Lantau island, Hong Kong, China",,,,Gift of Brian Johnson,,,Vessel,,,,,All_images\image2219.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1131_1
Winged Chimera,,China,1300-1700,Jade,H x W x D: 4.9 x 10.3 x 5.3 cm (1 15/16 x 4 1/16 x 2 1/16 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image2220.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6892_04
Dish,,"possibly Liulichang kiln site, Chengdu, Sichuan province, China",1127-1279,"Stoneware with iron glaze on interior, white slip under glaze on rim, exterior unglazed",,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2221.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-f-scp-152v1
"1 of rubbings of stone relief sculpture at the Lung-men caves, some probably at the Ku-yang Cave; but they cannot be precisely identified from published material. (FSC-R-311 through FSC-R-328)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2222.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8483_19
Base and lower wall of a bowl,,"Nankang kilns, Jiujiang city, Jiangxi province, China",1127-1279,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images\image2223.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-125v2
"Dish, fragment",,"Zhejiang province, China",late 10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2224.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-272v1
Phoenix,,China,618-906,"Bronze, gold, and pearls, and glass",H x W x D: 17.2 x 10.9 x 7 cm (6 3/4 x 4 5/16 x 2 3/4 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.621A-B",,,Sculpture,,,,,All_images\image2225.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8083_26
"Rim fragment of a large bowl, thinly potted",,China,,,,Gift of John de Bry,,,Vessel,,,,,All_images\image2226.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2744_1
Seal script calligraphy,Deng Shiru 鄧石如 (1743-1805),China,late 18th centuy,Pair of hanging scrolls; ink on paper,"H x W (image, each): 132.4 x 28.2 cm (52 1/8 x 11 1/8 in)",Purchase — funds provided by the B.Y. Lam Foundation Fund,,,Calligraphy,,,,,All_images\image2227.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_34
Garment hook,,China,400-200 BCE,Bronze,H x W x D: 5 x 2.3 x 1.3 cm (1 15/16 x 7/8 x 1/2 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2228.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6191_09
Blue-and-white; Neck and mouth fragment,,China,,,,Gift of Mr. and Mrs. Hans Bickel,,,Vessel,,,,,All_images\image2229.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2613_1
Grapevines,Traditionally attributed to Wen Riguan (active late 13th century),China,late 13th-early 14th century,Ink on silk,H x W (image): 98.4 x 42.5 cm (38 3/4 x 16 3/4 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images\image2230.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5752_05
Dish,,"Liulichang kiln site, Chengdu, Sichuan province, China",1127-1279,"Stoneware with iron glaze, white slip on rim under clear glaze, outside unglazed",,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2231.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-159v1
Fragment of jar wall,,"Lantau island, Hong Kong, China",,,,Gift of Brian Johnson,,,Vessel,,,,,All_images\image2232.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1130_1
Fragment of bowl,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2233.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-641_1
"Dish, dragment",,"Zhejiang province, China",late 10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2234.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-271v1
Rim fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2235.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-796_1
"Fragment with small hole in center, completely flat",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Unclassified,,,,,All_images\image2236.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-648_1
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2237.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-790_1
Ornament,,China,1736-1795,Jade,H x W x D: 3.6 x 5.6 x 1.4 cm (1 7/16 x 2 3/16 x 9/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images\image2238.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7522_03
"1 of rubbings of stone relief sculpture at the Lung-men caves, some probably at the Ku-yang Cave; but they cannot be precisely identified from published material. (FSC-R-311 through FSC-R-328)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2239.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8483_17
"Fragment, probably of shoulder of vessel",,"Zhejiang province, China",6th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2240.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-227v2-000001
Foot-rim fragment,,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image2241.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1114.2_1-000002
Bodhisattva,,"Kucha, Xinjiang province, China",,Stucco with pigment,H x W: 33 x 13.1 cm (13 x 5 3/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image2242.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7311_62
Fragment of stem-cup with base and stem intact,,"Jingdezhen, Jiangxi province, China",late 16th century,Porcelain with cobalt pigent under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image2243.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-541
Bottle or vase neck and rim fragment,,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image2244.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1100_1-000002
Wilderness Cottage on a River Bank,Huang Binhong (1865-1955),China,1928,Ink and color on paper,H x W (image): 76.1 x 33.3 cm (29 15/16 x 13 1/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image2245.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6898_02
Magnolia and Bird,Fei Baoqi 費葆琪,China,1957,Ink and color on paper,H x W: 27.9 × 36.2 cm (11 × 14 1/4 in),Gift from the Estate of Anna C. Chennault,,,Painting,,,,,All_images\image2246.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-RLS2018.16.10_001
"Mouth rim or lip, vessel fragment",,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image2247.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1097_1-000002
Hexagonal vase,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2248.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2646_1-000001
"Bowl rim, fragment",,"Jiaotanxia kiln site, Hangzhou, Zhejiang province, China",12th-13th century,Stoneware with Guan glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2249.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-217v1
Garment hook,,China,400-200 BCE,Bronze,H x W x D: 4.3 x 1.1 x 1.4 cm (1 11/16 x 7/16 x 9/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2250.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6191_07
Ram,,China,10th-12th century,Jade,H x W x D: 2.5 x 6.4 x 4.3 cm (1 x 2 1/2 x 1 11/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2251.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6892_05
Fragment of an eight-sided bottle or ewer,,"Zhejiang province, China",11th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2252.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-262v2
"1 of rubbings of stone relief sculpture at the Lung-men caves, some probably at the Ku-yang Cave; but they cannot be precisely identified from published material. (FSC-R-311 through FSC-R-328)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2253.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8483_22
Firing support ring with six spurs,,"Liulichang kiln site, Chengdu, Sichuan province, China",1127-1279,Stoneware with white slip,,Gift of Dr. David C. Graham,,,Tool and Equipment,,,,,All_images\image2254.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-162v1
Garment hook,,China,400-200 BCE,Bronze,H x W x D: 3 x 1.5 x 1.1 cm (1 3/16 x 9/16 x 7/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2255.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6191_06
Fragment of saucer-shaped piece,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2256.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2753_1
Base fragment of a bowl with carved and incised decoration under the glaze,,"Nankang kilns, Jiujiang City, Jiangxi province, China",1127-1279,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images\image2257.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-132v1
Vase,,China,4th-6th century,Jade,H x W x D: 7.5 x 2.9 x 2.6 cm (2 15/16 x 1 1/8 x 1 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image2258.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7383_42
"Fragment, number on piece ""west"" D4b",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2259.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-683_1
Stem fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2260.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2642_1-000001
Dagger-axe; part of handle missing. Inscription on handle; probably fake,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images\image2261.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-148_1-000001
"1 of rubbings of stone relief sculpture at the Lung-men caves, some probably at the Ku-yang Cave; but they cannot be precisely identified from published material. (FSC-R-311 through FSC-R-328)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2262.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8483_21
Jar wall (fragment),,"Dangyangyu kilns, Jiaozuo, Henan province, China",13th century,Stoneware with white slip and black pigment under clear glaze; brown glaze on reverse,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2263.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-213v1
Five-spurred firing support ring,,"Qionglai kiln site, Qionglai, Sichuan province, China",9th-early 10th century,Unglazed stoneware,,Gift of Dr. David C. Graham,,,Tool and Equipment,,,,,All_images\image2264.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-187v1
"Colophon, from an album of flower and rock arrangements in pots",,China,1937,Ink on paper,H x W: 53.2 x 45.7 cm (20 15/16 x 18 in),"Gift of Karen Y. Wang in memory of her father, Nan-Ping Wong",,,Painting,,,,,All_images\image2265.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7368_48
"Rim fragment, number on piece ""west"" C4a",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2266.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-763_1
Fragment possibly from a base,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2267.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-806_1
Chimera,,China,1600-1800,Jade,H x W x D: 4.1 x 7.6 x 3.6 cm (1 5/8 x 3 x 1 7/16 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image2268.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6891_04
Deep heavy bowl,,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images\image2269.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3567_1-000001
Dagger; blade in two pieces; handle partly missing,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images\image2270.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-132a-b_1-000001
Bowl,,"Liulichang kiln site, Chengdu, Sichuan province, China",1127-1279,Stoneware with white slip under clear glaze,,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2271.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-164v1
Figurine: monk,,China,618-907,Bronze,H x W x D: 6.2 x 1.2 x 1.5 cm (2 7/16 x 1/2 x 9/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images\image2272.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7631_27
"Fragment, number on piece ""west"" C4f(o)",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2273.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-761_1
Rim fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2274.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-828_1
Fragment of a bowl,,China,,Porcelain with cobalt pigment under translucent glaze,,Gift of Helen D. Ling,,,Vessel,,,,,All_images\image2275.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-985_002
Memorial Stele for the Buddhist Nun Fawan 大唐故比丘尼法琬法師碑,,China,inscription: 709; rubbing: 20th century,Ink on paper,H x W: 126.7 x 72.1 cm (49 7/8 x 28 3/8 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2276.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_10
Glazed horsebell,,"Qionglai kiln site, Qionglai, Sichuan province, China",9th-early 10th century,Stoneware with iron-brown glaze,,Gift of Dr. David C. Graham,,,Musical Instrument,,,,,All_images\image2277.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-185v1
Buckle with animal head hook,,China,,Bronze,,,,,Jewelry and Ornament,,,,,All_images\image2278.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-10_2
"Rim fragment, number on piece ""west"" B4h",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2279.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-759_1
"Fragment, number on piece ""west"" D4e #81",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2280.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-728_1
Dish with design of plum tree,,China,early 20th century,Cloisonné enamels on brass base,,Unknown donor,,,Vessel,,,,,All_images\image2281.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8519_04
"Unidentified form, possibly a bowl, fragment",,"Liulichang ware, Chengdu, Sichuan province, China",1127-1279,Stoneware with amber glaze,,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2282.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-173v1
Epitaph of Yang Yi in standard script 楊逸墓誌,,China,inscription: 653; rubbing: 20th century,Ink on paper,H x W: 67.5 x 67.3 cm (26 9/16 x 26 1/2 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2283.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_04
"Lid, fragment",,"Probably Shanglinhu kiln site, Zhejiang province, China",10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2284.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-230v2
"Fragment, number on piece ""west"" D4b",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2285.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-702_1
"Rim fragment, number on piece ""west"" C4c",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2286.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-766_1
Figure in the form of a dog,,China,1644-1911,Jade,H x W x D (a - figure): 2.5 x 4.2 x 2.9 cm (1 x 1 5/8 x 1 1/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images\image2287.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7533_06
Wood Seal with Six Characters,,China,1850-1906,Wood,H x W x D: 5.8 x 1.2 x 3 cm (2 5/16 x 1/2 x 1 3/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images\image2288.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5998_07
